"word1","word2","freq","proportion"
"expect","expect",62,0.00917838638045892
"follow","follow",62,0.00917838638045892
"mistake","mistake",62,0.00917838638045892
"prepare","prepare",62,0.00917838638045892
"value","value",62,0.00917838638045892
"base","base",61,0.00903034789045152
"enter","enter",61,0.00903034789045152
"excite","excite",61,0.00903034789045152
"general","general",61,0.00903034789045152
"management","management",61,0.00903034789045152
"self","self",61,0.00903034789045152
"apply","apply",60,0.00888230940044412
"enjoy","enjoy",60,0.00888230940044412
"level","level",60,0.00888230940044412
"task","task",60,0.00888230940044412
"service","service",59,0.00873427091043671
"interact","interact",58,0.00858623242042931
"sometimes","sometimes",58,0.00858623242042931
"step","step",58,0.00858623242042931
"study","study",58,0.00858623242042931
"deliver","deliver",57,0.00843819393042191
"include","include",57,0.00843819393042191
"option","option",57,0.00843819393042191
"truly","truly",57,0.00843819393042191
"within","within",57,0.00843819393042191
"around","around",56,0.00829015544041451
"concern","concern",55,0.00814211695040711
"consider","consider",55,0.00814211695040711
"crown","crown",55,0.00814211695040711
"interaction","interaction",55,0.00814211695040711
"meet","meet",55,0.00814211695040711
"problem","problem",55,0.00814211695040711
"doctor","doctor",54,0.0079940784603997
"educate","educate",54,0.0079940784603997
"seem","seem",54,0.0079940784603997
"upon","upon",54,0.0079940784603997
"balance","balance",53,0.0078460399703923
"environment","environment",53,0.0078460399703923
"positive","positive",53,0.0078460399703923
"research","research",53,0.0078460399703923
"restoration","restoration",53,0.0078460399703923
"show","show",53,0.0078460399703923
"wish","wish",53,0.0078460399703923
"acquire","acquire",52,0.0076980014803849
"especially","especially",52,0.0076980014803849
"excellent","excellent",52,0.0076980014803849
"member","member",52,0.0076980014803849
"society","society",52,0.0076980014803849
"another","another",51,0.0075499629903775
"importance","importance",51,0.0075499629903775
"spend","spend",51,0.0075499629903775
"although","although",50,0.0074019245003701
"clinician","clinician",50,0.0074019245003701
"easy","easy",50,0.0074019245003701
"receive","receive",50,0.0074019245003701
"stress","stress",50,0.0074019245003701
"actually","actually",49,0.00725388601036269
"along","along",49,0.00725388601036269
"participate","participate",49,0.00725388601036269
"responsible","responsible",49,0.00725388601036269
"term","term",49,0.00725388601036269
"accomplish","accomplish",48,0.00710584752035529
"act","act",48,0.00710584752035529
"constantly","constantly",48,0.00710584752035529
"effort","effort",48,0.00710584752035529
"happy","happy",48,0.00710584752035529
"real","real",48,0.00710584752035529
"technical","technical",48,0.00710584752035529
"action","action",47,0.00695780903034789
"everyone","everyone",47,0.00695780903034789
"competency","competency",46,0.00680977054034049
"conduct","conduct",46,0.00680977054034049
"family","family",46,0.00680977054034049
"journey","journey",46,0.00680977054034049
"open","open",46,0.00680977054034049
"stay","stay",46,0.00680977054034049
"addition","addition",45,0.00666173205033309
"hold","hold",45,0.00666173205033309
"honest","honest",45,0.00666173205033309
"leave","leave",45,0.00666173205033309
"proper","proper",45,0.00666173205033309
"world","world",45,0.00666173205033309
"big","big",44,0.00651369356032568
"foundation","foundation",44,0.00651369356032568
"team","team",44,0.00651369356032568
"often","often",43,0.00636565507031828
"overall","overall",43,0.00636565507031828
"proficient","proficient",43,0.00636565507031828
"regard","regard",43,0.00636565507031828
"background","background",42,0.00621761658031088
"definitely","definitely",42,0.00621761658031088
"establish","establish",42,0.00621761658031088
"true","true",42,0.00621761658031088
"almost","almost",41,0.00606957809030348
"ask","ask",41,0.00606957809030348
"impact","impact",41,0.00606957809030348
"mind","mind",41,0.00606957809030348
"obtain","obtain",41,0.00606957809030348
"sense","sense",41,0.00606957809030348
"whether","whether",41,0.00606957809030348
"approach","approach",40,0.00592153960029608
"denture","denture",40,0.00592153960029608
"handle","handle",40,0.00592153960029608
"outside","outside",40,0.00592153960029608
"amount","amount",39,0.00577350111028868
"create","create",39,0.00577350111028868
"dr","dr",39,0.00577350111028868
"empathy","empathy",39,0.00577350111028868
"exam","exam",39,0.00577350111028868
"issue","issue",39,0.00577350111028868
"mentor","mentor",39,0.00577350111028868
"science","science",39,0.00577350111028868
"seek","seek",39,0.00577350111028868
"social","social",39,0.00577350111028868
"success","success",39,0.00577350111028868
"without","without",39,0.00577350111028868
"aware","aware",38,0.00562546262028127
"due","due",38,0.00562546262028127
"expectation","expectation",38,0.00562546262028127
"graduation","graduation",38,0.00562546262028127
"intend","intend",38,0.00562546262028127
"late","late",38,0.00562546262028127
"offer","offer",38,0.00562546262028127
"passion","passion",38,0.00562546262028127
"reflect","reflect",38,0.00562546262028127
"yet","yet",38,0.00562546262028127
"diagnose","diagnose",37,0.00547742413027387
"everyday","everyday",37,0.00547742413027387
"job","job",37,0.00547742413027387
"leader","leader",37,0.00547742413027387
"mission","mission",37,0.00547742413027387
"path","path",37,0.00547742413027387
"pursue","pursue",37,0.00547742413027387
"wrong","wrong",37,0.00547742413027387
"bring","bring",36,0.00532938564026647
"compassionate","compassionate",36,0.00532938564026647
"finish","finish",36,0.00532938564026647
"information","information",36,0.00532938564026647
"thus","thus",36,0.00532938564026647
"train","train",36,0.00532938564026647
"access","access",35,0.00518134715025907
"already","already",35,0.00518134715025907
"contribute","contribute",35,0.00518134715025907
"effectively","effectively",35,0.00518134715025907
"efficient","efficient",35,0.00518134715025907
"place","place",35,0.00518134715025907
"recognize","recognize",35,0.00518134715025907
"several","several",35,0.00518134715025907
"basic","basic",34,0.00503330866025167
"carry","carry",34,0.00503330866025167
"finally","finally",34,0.00503330866025167
"group","group",34,0.00503330866025167
"idea","idea",34,0.00503330866025167
"kind","kind",34,0.00503330866025167
"medical","medical",34,0.00503330866025167
"network","network",34,0.00503330866025167
"speak","speak",34,0.00503330866025167
"desire","desire",33,0.00488527017024426
"ensure","ensure",33,0.00488527017024426
"ethically","ethically",33,0.00488527017024426
"extremely","extremely",33,0.00488527017024426
"interpersonal","interpersonal",33,0.00488527017024426
"knowledgeable","knowledgeable",33,0.00488527017024426
"live","live",33,0.00488527017024426
"local","local",33,0.00488527017024426
"personally","personally",33,0.00488527017024426
"rather","rather",33,0.00488527017024426
"surgery","surgery",33,0.00488527017024426
"technique","technique",33,0.00488527017024426
"accept","accept",32,0.00473723168023686
"behavior","behavior",32,0.00473723168023686
"current","current",32,0.00473723168023686
"difference","difference",32,0.00473723168023686
"friend","friend",32,0.00473723168023686
"hear","hear",32,0.00473723168023686
"honesty","honesty",32,0.00473723168023686
"pain","pain",32,0.00473723168023686
"respectful","respectful",32,0.00473723168023686
"reward","reward",32,0.00473723168023686
"smile","smile",32,0.00473723168023686
"struggle","struggle",32,0.00473723168023686
"transition","transition",32,0.00473723168023686
"uphold","uphold",32,0.00473723168023686
"anything","anything",31,0.00458919319022946
"college","college",31,0.00458919319022946
"comprehensive","comprehensive",31,0.00458919319022946
"effective","effective",31,0.00458919319022946
"improvement","improvement",31,0.00458919319022946
"moment","moment",31,0.00458919319022946
"properly","properly",31,0.00458919319022946
"putting","putting",31,0.00458919319022946
"technology","technology",31,0.00458919319022946
"tell","tell",31,0.00458919319022946
"view","view",31,0.00458919319022946
"attitude","attitude",30,0.00444115470022206
"cant","cant",30,0.00444115470022206
"choose","choose",30,0.00444115470022206
"disease","disease",30,0.00444115470022206
"enough","enough",30,0.00444115470022206
"etc","etc",30,0.00444115470022206
"fully","fully",30,0.00444115470022206
"increase","increase",30,0.00444115470022206
"master","master",30,0.00444115470022206
"proud","proud",30,0.00444115470022206
"reach","reach",30,0.00444115470022206
"root","root",30,0.00444115470022206
"satisfy","satisfy",30,0.00444115470022206
"support","support",30,0.00444115470022206
"talk","talk",30,0.00444115470022206
"unethical","unethical",30,0.00444115470022206
"appreciate","appreciate",29,0.00429311621021466
"code","code",29,0.00429311621021466
"diverse","diverse",29,0.00429311621021466
"face","face",29,0.00429311621021466
"final","final",29,0.00429311621021466
"round","round",29,0.00429311621021466
"update","update",29,0.00429311621021466
"available","available",28,0.00414507772020725
"beyond","beyond",28,0.00414507772020725
"development","development",28,0.00414507772020725
"explain","explain",28,0.00414507772020725
"honor","honor",28,0.00414507772020725
"hopefully","hopefully",28,0.00414507772020725
"notice","notice",28,0.00414507772020725
"practical","practical",28,0.00414507772020725
"priority","priority",28,0.00414507772020725
"recently","recently",28,0.00414507772020725
"s","s",28,0.00414507772020725
"specialize","specialize",28,0.00414507772020725
"utilize","utilize",28,0.00414507772020725
"caries","caries",27,0.00399703923019985
"commit","commit",27,0.00399703923019985
"daily","daily",27,0.00399703923019985
"didnt","didnt",27,0.00399703923019985
"fulfill","fulfill",27,0.00399703923019985
"impression","impression",27,0.00399703923019985
"lack","lack",27,0.00399703923019985
"matter","matter",27,0.00399703923019985
"reflection","reflection",27,0.00399703923019985
"remain","remain",27,0.00399703923019985
"statement","statement",27,0.00399703923019985
"three","three",27,0.00399703923019985
"advance","advance",26,0.00384900074019245
"advantage","advantage",26,0.00384900074019245
"appropriate","appropriate",26,0.00384900074019245
"close","close",26,0.00384900074019245
"critical","critical",26,0.00384900074019245
"duty","duty",26,0.00384900074019245
"ever","ever",26,0.00384900074019245
"furthermore","furthermore",26,0.00384900074019245
"harm","harm",26,0.00384900074019245
"opinion","opinion",26,0.00384900074019245
"population","population",26,0.00384900074019245
"pressure","pressure",26,0.00384900074019245
"question","question",26,0.00384900074019245
"run","run",26,0.00384900074019245
"word","word",26,0.00384900074019245
"benefit","benefit",25,0.00370096225018505
"bite","bite",25,0.00370096225018505
"canal","canal",25,0.00370096225018505
"complex","complex",25,0.00370096225018505
"dilemma","dilemma",25,0.00370096225018505
"essential","essential",25,0.00370096225018505
"expand","expand",25,0.00370096225018505
"exposure","exposure",25,0.00370096225018505
"importantly","importantly",25,0.00370096225018505
"lead","lead",25,0.00370096225018505
"pass","pass",25,0.00370096225018505
"reason","reason",25,0.00370096225018505
"resource","resource",25,0.00370096225018505
"schedule","schedule",25,0.00370096225018505
"ago","ago",24,0.00355292376017765
"assess","assess",24,0.00355292376017765
"assessment","assessment",24,0.00355292376017765
"behind","behind",24,0.00355292376017765
"choice","choice",24,0.00355292376017765
"completely","completely",24,0.00355292376017765
"dedicate","dedicate",24,0.00355292376017765
"empathetic","empathetic",24,0.00355292376017765
"factor","factor",24,0.00355292376017765
"hygiene","hygiene",24,0.00355292376017765
"lifelong","lifelong",24,0.00355292376017765
"limit","limit",24,0.00355292376017765
"mature","mature",24,0.00355292376017765
"model","model",24,0.00355292376017765
"perfect","perfect",24,0.00355292376017765
"play","play",24,0.00355292376017765
"private","private",24,0.00355292376017765
"specialty","specialty",24,0.00355292376017765
"ultimately","ultimately",24,0.00355292376017765
"affect","affect",23,0.00340488527017024
"classmate","classmate",23,0.00340488527017024
"entail","entail",23,0.00340488527017024
"example","example",23,0.00340488527017024
"excel","excel",23,0.00340488527017024
"fellow","fellow",23,0.00340488527017024
"global","global",23,0.00340488527017024
"line","line",23,0.00340488527017024
"mold","mold",23,0.00340488527017024
"mouth","mouth",23,0.00340488527017024
"move","move",23,0.00340488527017024
"office","office",23,0.00340488527017024
"read","read",23,0.00340488527017024
"relate","relate",23,0.00340488527017024
"state","state",23,0.00340488527017024
"together","together",23,0.00340488527017024
"type","type",23,0.00340488527017024
"variety","variety",23,0.00340488527017024
"worry","worry",23,0.00340488527017024
"attend","attend",22,0.00325684678016284
"child","child",22,0.00325684678016284
"condition","condition",22,0.00325684678016284
"currently","currently",22,0.00325684678016284
"define","define",22,0.00325684678016284
"encounter","encounter",22,0.00325684678016284
"feedback","feedback",22,0.00325684678016284
"full","full",22,0.00325684678016284
"healthy","healthy",22,0.00325684678016284
"hisher","hisher",22,0.00325684678016284
"id","id",22,0.00325684678016284
"inform","inform",22,0.00325684678016284
"less","less",22,0.00325684678016284
"let","let",22,0.00325684678016284
"position","position",22,0.00325684678016284
"ready","ready",22,0.00325684678016284
"rotation","rotation",22,0.00325684678016284
"stand","stand",22,0.00325684678016284
"whole","whole",22,0.00325684678016284
"appointment","appointment",21,0.00310880829015544
"arise","arise",21,0.00310880829015544
"aspire","aspire",21,0.00310880829015544
"business","business",21,0.00310880829015544
"clinically","clinically",21,0.00310880829015544
"compassion","compassion",21,0.00310880829015544
"detail","detail",21,0.00310880829015544
"hone","hone",21,0.00310880829015544
"preclinical","preclinical",21,0.00310880829015544
"rest","rest",21,0.00310880829015544
"rule","rule",21,0.00310880829015544
"top","top",21,0.00310880829015544
"academically","academically",20,0.00296076980014804
"article","article",20,0.00296076980014804
"attempt","attempt",20,0.00296076980014804
"attention","attention",20,0.00296076980014804
"away","away",20,0.00296076980014804
"circumstance","circumstance",20,0.00296076980014804
"crucial","crucial",20,0.00296076980014804
"doesnt","doesnt",20,0.00296076980014804
"eventually","eventually",20,0.00296076980014804
"extraction","extraction",20,0.00296076980014804
"fast","fast",20,0.00296076980014804
"key","key",20,0.00296076980014804
"motivate","motivate",20,0.00296076980014804
"near","near",20,0.00296076980014804
"quite","quite",20,0.00296076980014804
"semester","semester",20,0.00296076980014804
"simple","simple",20,0.00296076980014804
"tough","tough",20,0.00296076980014804
"utmost","utmost",20,0.00296076980014804
"volunteer","volunteer",20,0.00296076980014804
"walk","walk",20,0.00296076980014804
"york","york",20,0.00296076980014804
"additionally","additionally",19,0.00281273131014064
"address","address",19,0.00281273131014064
"aim","aim",19,0.00281273131014064
"autonomy","autonomy",19,0.00281273131014064
"bad","bad",19,0.00281273131014064
"cause","cause",19,0.00281273131014064
"cee","cee",19,0.00281273131014064
"culture","culture",19,0.00281273131014064
"curriculum","curriculum",19,0.00281273131014064
"dedication","dedication",19,0.00281273131014064
"eager","eager",19,0.00281273131014064
"equally","equally",19,0.00281273131014064
"evaluate","evaluate",19,0.00281273131014064
"explore","explore",19,0.00281273131014064
"expose","expose",19,0.00281273131014064
"fail","fail",19,0.00281273131014064
"form","form",19,0.00281273131014064
"growth","growth",19,0.00281273131014064
"ill","ill",19,0.00281273131014064
"lose","lose",19,0.00281273131014064
"material","material",19,0.00281273131014064
"overwhelm","overwhelm",19,0.00281273131014064
"professor","professor",19,0.00281273131014064
"remember","remember",19,0.00281273131014064
"result","result",19,0.00281273131014064
"test","test",19,0.00281273131014064
"turn","turn",19,0.00281273131014064
"valuable","valuable",19,0.00281273131014064
"whats","whats",19,0.00281273131014064
"amaze","amaze",18,0.00266469282013323
"behave","behave",18,0.00266469282013323
"call","call",18,0.00266469282013323
"calm","calm",18,0.00266469282013323
"capable","capable",18,0.00266469282013323
"cheat","cheat",18,0.00266469282013323
"clear","clear",18,0.00266469282013323
"correct","correct",18,0.00266469282013323
"criticism","criticism",18,0.00266469282013323
"demand","demand",18,0.00266469282013323
"diagnosis","diagnosis",18,0.00266469282013323
"else","else",18,0.00266469282013323
"endo","endo",18,0.00266469282013323
"fix","fix",18,0.00266469282013323
"frustrate","frustrate",18,0.00266469282013323
"habit","habit",18,0.00266469282013323
"happen","happen",18,0.00266469282013323
"large","large",18,0.00266469282013323
"multiple","multiple",18,0.00266469282013323
"multitask","multitask",18,0.00266469282013323
"nothing","nothing",18,0.00266469282013323
"perspective","perspective",18,0.00266469282013323
"possibly","possibly",18,0.00266469282013323
"previous","previous",18,0.00266469282013323
"restorative","restorative",18,0.00266469282013323
"scientific","scientific",18,0.00266469282013323
"share","share",18,0.00266469282013323
"simply","simply",18,0.00266469282013323
"system","system",18,0.00266469282013323
"therefore","therefore",18,0.00266469282013323
"wellrounded","wellrounded",18,0.00266469282013323
"active","active",17,0.00251665433012583
"age","age",17,0.00251665433012583
"break","break",17,0.00251665433012583
"club","club",17,0.00251665433012583
"concept","concept",17,0.00251665433012583
"connect","connect",17,0.00251665433012583
"dd","dd",17,0.00251665433012583
"degree","degree",17,0.00251665433012583
"determine","determine",17,0.00251665433012583
"eye","eye",17,0.00251665433012583
"forget","forget",17,0.00251665433012583
"friendly","friendly",17,0.00251665433012583
"guide","guide",17,0.00251665433012583
"instead","instead",17,0.00251665433012583
"integrate","integrate",17,0.00251665433012583
"leadership","leadership",17,0.00251665433012583
"limitation","limitation",17,0.00251665433012583
"manual","manual",17,0.00251665433012583
"passionate","passionate",17,0.00251665433012583
"pediatric","pediatric",17,0.00251665433012583
"pretty","pretty",17,0.00251665433012583
"productive","productive",17,0.00251665433012583
"rapport","rapport",17,0.00251665433012583
"restore","restore",17,0.00251665433012583
"short","short",17,0.00251665433012583
"slowly","slowly",17,0.00251665433012583
"solid","solid",17,0.00251665433012583
"stop","stop",17,0.00251665433012583
"today","today",17,0.00251665433012583
"topic","topic",17,0.00251665433012583
"wait","wait",17,0.00251665433012583
"write","write",17,0.00251665433012583
"advice","advice",16,0.00236861584011843
"answer","answer",16,0.00236861584011843
"awareness","awareness",16,0.00236861584011843
"belief","belief",16,0.00236861584011843
"cees","cees",16,0.00236861584011843
"chance","chance",16,0.00236861584011843
"character","character",16,0.00236861584011843
"competence","competence",16,0.00236861584011843
"control","control",16,0.00236861584011843
"country","country",16,0.00236861584011843
"couple","couple",16,0.00236861584011843
"dexterity","dexterity",16,0.00236861584011843
"easily","easily",16,0.00236861584011843
"guidance","guidance",16,0.00236861584011843
"hour","hour",16,0.00236861584011843
"ideal","ideal",16,0.00236861584011843
"incorporate","incorporate",16,0.00236861584011843
"main","main",16,0.00236861584011843
"motivation","motivation",16,0.00236861584011843
"nice","nice",16,0.00236861584011843
"particular","particular",16,0.00236861584011843
"periodontics","periodontics",16,0.00236861584011843
"prevent","prevent",16,0.00236861584011843
"push","push",16,0.00236861584011843
"refer","refer",16,0.00236861584011843
"room","room",16,0.00236861584011843
"slow","slow",16,0.00236861584011843
"soon","soon",16,0.00236861584011843
"specific","specific",16,0.00236861584011843
"stick","stick",16,0.00236861584011843
"white","white",16,0.00236861584011843
"agree","agree",15,0.00222057735011103
"among","among",15,0.00222057735011103
"aside","aside",15,0.00222057735011103
"attain","attain",15,0.00222057735011103
"basis","basis",15,0.00222057735011103
"chair","chair",15,0.00222057735011103
"classroom","classroom",15,0.00222057735011103
"compare","compare",15,0.00222057735011103
"constant","constant",15,0.00222057735011103
"continuously","continuously",15,0.00222057735011103
"date","date",15,0.00222057735011103
"decide","decide",15,0.00222057735011103
"despite","despite",15,0.00222057735011103
"evidence","evidence",15,0.00222057735011103
"excellence","excellence",15,0.00222057735011103
"fall","fall",15,0.00222057735011103
"figure","figure",15,0.00222057735011103
"financial","financial",15,0.00222057735011103
"friendship","friendship",15,0.00222057735011103
"fundamental","fundamental",15,0.00222057735011103
"grade","grade",15,0.00222057735011103
"helpful","helpful",15,0.00222057735011103
"implant","implant",15,0.00222057735011103
"insight","insight",15,0.00222057735011103
"institution","institution",15,0.00222057735011103
"method","method",15,0.00222057735011103
"nervous","nervous",15,0.00222057735011103
"numerous","numerous",15,0.00222057735011103
"obligation","obligation",15,0.00222057735011103
"outcome","outcome",15,0.00222057735011103
"pay","pay",15,0.00222057735011103
"perio","perio",15,0.00222057735011103
"rely","rely",15,0.00222057735011103
"road","road",15,0.00222057735011103
"significant","significant",15,0.00222057735011103
"small","small",15,0.00222057735011103
"special","special",15,0.00222057735011103
"strength","strength",15,0.00222057735011103
"trustworthy","trustworthy",15,0.00222057735011103
"underserved","underserved",15,0.00222057735011103
"university","university",15,0.00222057735011103
"upcoming","upcoming",15,0.00222057735011103
"wellbeing","wellbeing",15,0.00222057735011103
"abide","abide",14,0.00207253886010363
"actively","actively",14,0.00207253886010363
"add","add",14,0.00207253886010363
"aesthetic","aesthetic",14,0.00207253886010363
"body","body",14,0.00207253886010363
"compromise","compromise",14,0.00207253886010363
"consequence","consequence",14,0.00207253886010363
"discuss","discuss",14,0.00207253886010363
"dream","dream",14,0.00207253886010363
"earn","earn",14,0.00207253886010363
"efficiently","efficiently",14,0.00207253886010363
"enable","enable",14,0.00207253886010363
"endodontics","endodontics",14,0.00207253886010363
"fact","fact",14,0.00207253886010363
"fill","fill",14,0.00207253886010363
"fit","fit",14,0.00207253886010363
"half","half",14,0.00207253886010363
"highly","highly",14,0.00207253886010363
"home","home",14,0.00207253886010363
"huge","huge",14,0.00207253886010363
"human","human",14,0.00207253886010363
"independent","independent",14,0.00207253886010363
"inside","inside",14,0.00207253886010363
"medicine","medicine",14,0.00207253886010363
"numb","numb",14,0.00207253886010363
"organization","organization",14,0.00207253886010363
"perhaps","perhaps",14,0.00207253886010363
"personality","personality",14,0.00207253886010363
"possess","possess",14,0.00207253886010363
"potential","potential",14,0.00207253886010363
"privilege","privilege",14,0.00207253886010363
"pro","pro",14,0.00207253886010363
"promote","promote",14,0.00207253886010363
"regardless","regardless",14,0.00207253886010363
"relevant","relevant",14,0.00207253886010363
"residency","residency",14,0.00207253886010363
"session","session",14,0.00207253886010363
