"Text","doc_id"
"point education much accountable error may make clinic deal other health wellbeing","101"
"amaze fast school go almost ready see patient","102"
"excite put knowledge skill work","103"
"almost complete 2 year dental school fellow colleague work together professionalism ethic healthcare course develop core value class aspire embody","104"
"believe core value innate however believe important restate value many us can easily neglect","105"
"important us work together aspire dentist ethical value hold important part foundation dentist","106"
"example core value include act integrity honesty demonstrate professionalism serve other patientcentered embrace excellence create foster collaborative learn environment value diversity","107"
"professional require many characteristic many able develop experience first two year dental school","108"
"believe two important core knowledge basic science ethical moral behavior","109"
"former necessary without solidify background regard science one may able deliver proper oral healthcare","110"
"first year cover many course anatomy physiology neuroscience","111"
"2 year cover pathology diagnosis certain oral condition","112"
"become professional occur overnight stepbystep process","113"
"eager continue foundation order become professional need complete 2 year dental school","114"
"almost complete 2 year dental school can see dramatic increase professionalism","115"
"expose professional world dentistry allow assimilate profession good understand characteristic require professional","116"
"learn information fundamental science course will allow build foundation mine order good delivery proper oral healthcare","117"
"part professional understand complexity information require 2 year course allow progress manner especially develop examination quiz","118"
"almost finish 2 year dental school","119"
"continue study basic science course feel confident field science","120"
"foundation knowledge become solidify education continue","121"
"also begin work clinic give great initial experience continue see patient","122"
"hope enhance personal interpersonal skill dental school career continue","123"
"make ethical decision maintain standard ethic throughout dental school throughout rest life extremely important","124"
"time face ethical dilemma school past two year ethic class teach critically resolve ethical issue","125"
"now almost halfway dental school believe ready start see patient clinic able perform simulate procedure do lab actual people","126"
"class take far allow think work like clinician lab work learn practice believe manual dexterity basic operative procedure patient","127"
"individual goal include improve academically professionally socially","128"
"regard academic like competent proficient scientific knowledge will eventually need use excel class","129"
"also like master manual dexterity patient care require dentistry","130"
"outside academic aim establish balance schoolwork social life happy mentally sound possible","131"
"professionally want build longlasting meaningful relationship classmate good faculty member","132"
"now almost halfway dental school individual goal change continue accomplish day day","133"
"feel maintain good balance keep schoolwork maintain friendship relationship outside school","134"
"hope exude confidence become responsible professionally competent dentist leave nyucd","135"
"believe mannerism appearance important public view nyucd dental profession whole","136"
"hope also carry nyucd mission goal community service even graduate give back community","137"
"hope also build lifelong relationship among peer colleague continue rest dental school career","138"
"first year nyucd realize become professional just hand dexterity skill bench lab didactic knowledge also morally ethically competent","139"
"just month ago year white coat ceremony mark transition clinic late year","140"
"really dawn view healthcare professional start work clinic","141"
"important hold high moral ethical standard","142"
"future healthcare professional important reliable dedicate honest order provide good care patient","143"
"ethic course discuss multiple scenario dentist make bad decision","144"
"able understand right wrong know proceed situation difficult essential component dental school education","145"
"become professional something will occur gain experience interact faculty peer patient","146"
"coursework ethic example challenge us think professional dentistry mean","147"
"learn mindful behavior within outside dental community","148"
"action attitude whether believe reflection dental profession whole","149"
"think important cognizant dentist public will perceive leader rolemodel good play part act professionally","150"
"enjoy see patient clinic","151"
"feel though learn curve thus far nd look forward get comfortable axium","152"
"lot first far day become confident clinical skill","153"
"nyu id like keep open mind talk many peer faculty member possible","154"
"plan participate outreach opportunity domestically abroad","155"
"hope incorporate experience education public health graduate nyu college dentistry career clinical work research","156"
"particularly interest help underserved population especially child","157"
"important increase access dental service community emphasize education mean oral disease prevention","158"
"mission nyu become good version individual use individual skill quality become good dentist can","159"
"become professional long hard process","160"
"involve learn theory behind work also act maintain responsibility professional","161"
"become professional mean develop network professional order successfully treat care","162"
"white coat ceremony big milestone become professional","163"
"significant step indicate will treat patient near future much responsibility","164"
"want pass board first try","165"
"stay friendly easy go personable other may reach wild idea","166"
"want competent professional deal treat patient","167"
"develop good bedside manner","168"
"impact teenschildren local area internationally","169"
"want find niche class school dentistry profession","170"
"time progress slowly become comfortable classmate find group studyhang","171"
"realize many people class know intimate level devote energy feel need","172"
"2 year different ball game compare first","173"
"take quite bite determination stamen get constant barrage exam practical","174"
"feel fall semester warm spring","175"
"transition clinic relatively smooth","176"
"realize must always prepare ahead time provide adequate treatment","177"
"year month enter dental school","178"
"white coat ceremony moment truly understand responsibility need carry white coat shoulder","179"
"gds cr crii let gain valuable hand skill dental prep restoration","180"
"many didactic course help build important knowledge toward organ function oral disease","181"
"observe assistant d d last semester learn properly approach interact patient","182"
"right now experience feel dentist pair practice another student","183"
"fundamental behaviour also useful course teach us communicate patient","184"
"although course load pretty heavy lab work exam enjoy feel contentment everyday wait meet first patient","185"
"work many area dentistry realize really like specialize pediatric dentistry","186"
"dentistry able give gift confidence comfort care","187"
"believe can make impact child feel confident happy comfortable one little worry child ’ s life","188"
"child will one day become adult fear dentist adult will good oral hygiene teach child","189"
"finish first full year tough clearly worth struggle","190"
"class get hard expect feel strong professional student","191"
"grateful proud finish first year dental school now doctor","192"
"work many area dentistry realize really like specialize pediatric dentistry","193"
"dentistry able give gift confidence comfort care","194"
"believe can make impact child feel confident happy comfortable one little worry child ’ s life","195"
"child will one day become adult fear dentist adult will good oral hygiene teach child","196"
"finish first full year tough clearly worth struggle","197"
"class get hard expect feel strong professional student","198"
"grateful proud finish 2 year dental school now doctor","199"
NA,"200"
"next four year nyucd want knowledge dentistry also able apply every step along way","201"
"want know standard procedure also alternative way different situation may come","202"
"want provide professional care able comfort patient","203"
"want able work every fieldspecialty dentistry although want specialize","204"
"also plan participate many club many outreach program can","205"
"want network many different dental medical professional able give patient ultimate care","206"
"want successful student good successful health care provider","207"
"road become professional seem like fakeittilyoumakeit type approach appropriate","208"
"have include many dental relate topic course make feel much knowledgeable dentistry","209"
"current slow gradual introduction clinic combine respect patient make feel like professional last year","210"
"don white coat stage front friend family big step towards achieve feel","211"
"have start mold competent dental practitioner teach diagnose treat dental pathology","212"
"whereas come school doeeyed optimist overwhelm schoolwork make difficult maintain rosy outlook","213"
"im work hard slowly chip away become competent practitioner","214"
"focus now shift develop interpersonal relationship attain savantlike knowledge drug existence systemic pathology","215"
"im look forward light end tunnel start clinic finally approach","216"
"2 year come near end grateful overwhelm time will see patient soon","217"
"difficult year everyone high stress busy schedule thing start tie","218"
"high workload try excel everything feel like ive train become even close professional mean","219"
"require time management stress management diligence excellence balance work nonwork","220"
"although time feel overly stress want give grateful say ive go without much trouble help family friend","221"
"believe one important aspect dentistry technical perfection","222"
"want absorb much technique possible get good understand every field dentistry develop interest specific field may encounter","223"
"see many patient possible dental student also goal","224"
"wish learn treat various case work different patient go real field","225"
"hope establish meaningful relationship patient everyone work","226"
"meanwhile wish constantly remind ultimate goal serve support patient community around","227"
"excite rich outreach volunteer opportunity nyu provide us","228"
"end road four year want able look back say ’ have one great meaningful investment life","229"
"ethic merely course lifelong dedication uphold standard principal profession","230"
"everyday every lab session every lecture fundamental approach patient base clinical treatment patient population moral ethical manner foster promote","231"
"moreover course ethic merely class student","232"
"ideal standard everyone apart institution uphold good","233"
"ethic start top without systemic dedication practice institution ethical approach moot","234"
"have stressful try year professionally private life","235"
"difficult plan anything week advance energy need micromanage school activity daily basis","236"
"cant believe exam schedule set good ample time prepare exam professor generally enough adequately prepare us answer question email etc","237"
"also vehemently believe grade policy consistent fair unbiased cr frustrate consider scope magnitude course","238"
"believe anything can do","239"
"fortunately light end tunnel","240"
"semester near end just need slug next month","241"
"become healthcare professional excite","242"
"one position worthy respect admiration","243"
"will leader community person capable administer real positive improvement","244"
"cliche may sound will position help people pain often time matter one office visit","245"
"become professional mean great deal family mean accept responsibility positive risky come along leader","246"
"have progress towards end find feel confident competent ability","247"
"clinic hour now real part schedule induction patient thing lack good phrase get real","248"
"feel motivate self induce pressure take didactic course vigor concept now see light beyond just test question","249"
"try tie together end get good prepare clinical portion dental school wait get","250"
"hope build clinical proficiency good ideally quickly possible four year nyucd","251"
"personally seek mature extent find maintain standard professionalism excellence may bring patient daily basis","252"
"finally look forward utilize large class size approach opportunity network many peer future colleague can delve existingnyucd alumnus base possible","253"
"hope become wellbalanced dentist completion nyu college dentistry","254"
"finish first two year dental school gain tremendous amount knowledge human dentition also entire human biologypathology patient communication","255"
"term manual dexterity practice do typhodonts model practical competency help improve manual dexterity great amount","256"
"now look forward see patient learn clinical exprosures","257"
"start first day have dental clinic two day","258"
"mean will patient will look professional seek professional help","259"
"excite career dental education right now","260"
"want meet faculty staff patient already","261"
"say confident will provide highend quality care nervous picture","262"
"just remember prepare prepare prepare mentordirector tell","263"
"feel good part professional","264"
"first confuse new environment dental school","265"
"ton study file every day make new friend get use new apartment etc","266"
"now feel uneasiness settle","267"
"find pace study handful friend share feeling","268"
"far manual dexterity confident can decent job less typhodonts ideal design","269"
"still problem correct posture cavitycrown preparation manikin","270"
"althuogh improve great degree since aware issue think perfect posture want correct develop habit","271"
"feel dr","272"
"mores ethic course past year definitely help understand ethic dentist fully aware","273"
"dr","274"
"really delve detail didnt know example help really understand abstract concept","275"
"can confidently say improve lot healthcare professional past two year nyucd","276"
"course still lot learn feel competent especially different lab course teach perform various procedure restoration crown preparation","277"
"hope will ready end have enter clinic will seek every opportunity improve hand skill","278"
"ongoing dental professional train nyucd process obtain skill qualification experience allow make progress career","279"
"long term goal gain outstanding clinical acumen expertise dental practice contribute community","280"
"also enjoy educate dental student academic institution","281"
"along dental clinical interest also keen contribute clinical research","282"
"early academic background degree clinical research along dd degree nyu will also able contribute research program intend diagnose create drug technique uplift advance exist dental health care system","283"
"nyucd health care provider able assess pediatric adult geriatric patient oral health consider etiologic factor differential diagnosis risk oral dentofacial systemic disease develop treatment plan include potential complication contraindication treatment utilize good available evidence","284"
"personally believe ethic morality extra special mean professional work will take care other","285"
"will take care entrust us moral ethical healthcare provider can","286"
"throughout year several different instance come question morality class","287"
"specific situation directly pertain future patient future healthcare provider hard say line will draw","288"
"become professional will mean provide service patient will require constantly learn strive new goal skill also understand trust patient will able constantly live","289"
"will easy time hope throughout year will understand responsibility obstacle will go order good healthcare provider good professional can give patient patient","290"
"become professional will mean provide service patient will require constantly learn strive new goal skill","291"
"mean able selfassess work ask assistance necessary","292"
"throughout year hope step become professional will process extend outside just dental school","293"
"throughout last year nyucd learn several thing become professional","294"
"step nyucd last august naive amount hard work take every single day nyucd","295"
"believe step challenge give look forward continue grow every day throughout follow year obstacle challenge will endure","296"
"look forward work interact patient work hand several lab come have year","297"
"one competency professional require integrity","298"
"display integrity require one stand value belief despite opposition difficulty","299"
"feel integrity allow one act role model increase sense ethical moral principle","300"
"ethic adherence legal societal constraint promote honesty trustworthiness within field dentistry","301"
"choose nyucd diverse patient pool strong clinical facility","302"
"short time begin realize will enjoy stay due warm welcome faculty want nothing success","303"
"aware wide range research opportunity will love take part summer internship work lab have have","304"
"come mcmaster universitys biochemistry program know strong foundation take duty research","305"
"also strive build strong relationship peer faculty","306"
"realize importance network will make effort connect other make experience nyucd good can","307"
"become professional just receive dd","308"
"know professional need develop necessary interpersonal skill able effectively connect patient personal level","309"
"feel significant longlasting impact will good life every patient mentally physically","310"
"professional role model society general population look one group people health good","311"
"responsibility become professional large strong feel effort addition opportunity nyucd provide will enable become good can","312"
"become professional require much completion requirement towards degree","313"
"feel professional exhibit competency sensitivity selfcontrol tact diplomacy integrity judgmental analysis conscientiousness communication","314"
"sensitivity involve deliberate action attempt understand viewpoint situation just identification difference","315"
"make wise rational decision stressful situation define selfcontrol","316"
"ability build maintain friendly stimulate relationship whilst consider difference culture value display tact diplomacy","317"
"integrity competency fight principle belief even situation difficult","318"
"assessment situation define problem judgmental analysis exhibit critical analysis prioritization creativeness","319"
"conscientiousness professional need enthusiastic commit love dentistry","320"
"finally communication require professional compel honest articulate oral communicator","321"
"learn vast amount dentistry since finish have","322"
"moreover develop person term step outside comfort zone time management value friendship interact peerspatientsfaculty","323"
"excite embark have feel have harden ready next step lie ahead","324"
"intend devote even time bench lab develop motor skill addition help d advice knowledge","325"
"dental school future career dentistry strive continual selfimprovement forward development","326"
"will apply previous volunteer experience along newfound knowledge interact connect patient personal level","327"
"moreover strong clinical train nyucd offer will enable provide exceptional oral healthcare high proficiency quality","328"
"aim embody mindset dentist healthcare provider also trust member society view companion advisor","329"
"know profession require much academic excellence involve manual dexterity skill attention detail critical think communication skill set require educate patient significance oral care hygiene","330"
"contribution society will limit provide outstanding oral healthcare service general public intend broaden scope care aid little fortunate population","331"
"strongly believe nyucd will provide opportunity gain experience outreach program","332"
"nyucd avenue towards achieve goal","333"
"focus ready begin","334"
"see slowly advance type healthcare provider wish become","335"
"many struggle heavy workload please still remain true value try improve everyday","336"
"see mean fail raise situation highstakes","337"
"addition see get difficult time without good support group teamwork essential","338"
"goal next year nyu develop competent dentist proficient aspect dentistry","339"
"hope learn efficiently communicate interact patient provide level understand will allow make inform decision regard oral health","340"
"anxious participate outreach opportunity global domestic will enable make impact community hopefully inspire other continue bridge gap access dental care","341"
"upon graduation like develop lifelong friendship will truly value rest life","342"
"shadow pediatric dentist almost half year develop strong affinity pediatric dentistry","343"
"one big goal one day open private practice longtime girlfriend also currently nyucd student","344"
"hopefully sometime near future will become wife","345"
"complete first year dental school feel become confident hand skill","346"
"toward begin semester feel uncomfortable unsure lab always seek assurance prior begin","347"
"however semester progress long case","348"
"look forward 2 year know will continue improve strengthen hand skill","349"
"really enjoy dental school nd year dental student","350"
"feel like didactic course relate field dentistry like variety lab course","351"
"grow especially fond cr cr","352"
"favorite exercise cr crown prep thoroughly enjoy rpd portion cr course","353"
"goal next year nyu develop competent dentist proficient aspect dentistry","354"
"hope learn efficiently communicate interact patient provide level understand will allow make inform decision regard oral health","355"
"anxious participate outreach opportunity global domestic will enable make impact community hopefully inspire other continue bridge gap access dental care","356"
"upon graduation like develop lifelong friendship will truly value rest life","357"
"like learn can leave school confidence competence perform multiple procedure","358"
"hope achieve skill clinical year can become good prepare graduate","359"
"excite come year nyu","360"
"year go academic career like good preparation career dentistry","361"
"hope achieve knowledge excel academically clinically learn integrate two","362"
"will try help student around will open advice","363"
"will push can successful provide service community","364"
"2 year dental school just complete","365"
"relationship colleague faculty strengthen","366"
"hand skill definitely improve year","367"
"personally believe finally grow accustom lifestyle dental school able good didactic course preclinical course","368"
"start clinic think interact patient excite intimidate","369"
"hope able make good clinical opportunity use knowledge past year succeed clinic","370"
"want make time spend nyucd learn much possible inside classroom outside","371"
"think become great dental professional require skill forge hour practice inside simulation lab knowledge attain sit countless hour lecture classroom","372"
"also think become great dental professional one must learn art patient interaction can do outside classroom real world","373"
"private personal statement echo state publicly addition time intention specialize","374"
"however now interest year residency graduation order get opportunity complete procedure unable school hone skill venture","375"
"believe gain lot insight dental profession transition rd year school","376"
"time spend faculty help understand consider professional include hurdle profession","377"
"include every dentist personal theory mean professional agree other much","378"
"still think radical change progress will come interact patient","379"
"change will force define believe professional actually act concept","380"
"enter clinic need remember bold knowledge gain still aware lot learn tutelage faculty","381"
"follow ethic course dr","382"
"believe ethic ethical decision important classroom set also clinical set importantly dental practice graduate","383"
"believe honesty follow rule","384"
"although student often incline take action witness unethical action hope able step forward confront student personally","385"
"although comfortable involve peer review board faculty hope can less address student","386"
"importantly hope able follow rule nyucd make unethical decision classroom towards patient","387"
"believe provide good possible health care important hope make ethical sound decision involve patient peer","388"
"graduate dental school like completely knowledgeable field dentistry able provide patient good possible oral health care","389"
"like sufficiently competent confident aspect dentistry able fully gain trust respect patient colleague","390"
"hope good round individual hard worker classroom set also compassionate care health care provider patient","391"
"hope able build meaningful relationship patient know excellent dentist work relationship patient","392"
"nyu like participate club outreach program active member gpd hopefully build long last friendship many classmate","393"
"become professional professionally competent field dentistry mean wellrounded individual","394"
"professional thorough understand knowledge dentistry sufficient experience clinical set able treat patient","395"
"professional learn appropriate way treat patient peer colleague good provide good possible oral health care other","396"
"welleducated perform good classroom set also preclinic clinic rotation","397"
"professionally competent individual honest ethical hard worker","398"
"importantly become professional field dentistry mean putting patient first","399"
"hope able accomplish goal graduate nyucd become professional","400"
"become professional professionally competent field dentistry mean wellrounded individual","401"
"professional thorough understand knowledge dentistry sufficient experience clinical set able treat patient","402"
"professional learn appropriate way treat patient peer colleague good provide good possible oral health care other","403"
"welleducated perform good classroom set also preclinic clinic rotation","404"
"professionally competent individual honest ethical hard worker","405"
"importantly become professional field dentistry mean putting patient first","406"
"hope able accomplish goal graduate nyucd become professional","407"
"four year nyucd hope progress become hard work student also compassionate health care provider","408"
"although first two year suppose academically challenge hope will help become hard worker","409"
"hope group activity peerassessments peer review will allow become confident voice opinion work other","410"
"often shy away voice opinion hope can work","411"
"clinical set hope learn skill practice patient interact patient","412"
"hope become extremely competent dental procedure treat patient","413"
"importantly hope become wellrounded individual professional classroom clinical set","414"
"graduate dental school like completely knowledgeable field dentistry able provide patient good possible oral health care","415"
"like sufficiently competent confident aspect dentistry able fully gain trust respect patient colleague","416"
"hope good round individual hard worker classroom set also compassionate care health care provider patient","417"
"hope able build meaningful relationship patient know excellent dentist work relationship patient","418"
"nyu like participate club outreach program active member gpd hopefully build long last friendship many classmate","419"
"will good next year nyu competent empathetic practitioner","420"
"professional mean act ethical professional manner place patient good interest","421"
"doesnt mean perform technical aspect field efficient manner also mean communicate behave professional way","422"
"want become good oral health care professional possible","423"
"difficult task feel nyucd good education clinic outreach program environment provide opportunity obtain goal","424"
"part become good oral health care professional professional aspect job description","425"
"believe way care health care field way project peer patient one","426"
"exude professional competency skill work demeanor","427"
"order mature professionally will take advantage nyucd offer","428"
"will build basic foundation will develop advance knowledge expert skillset oral health care professional though education experience","429"
"maturation will develop coursework exam preclinical clinic experience peer patient interaction peer selfassessments outreach program leadership role","430"
"order mature professionally will take advantage nyucd offer","431"
"will build basic foundation will develop advance knowledge expert skillset oral health care professional though education experience","432"
"maturation will develop coursework exam preclinical clinic experience peer patient interaction peer selfassessments outreach program leadership role","433"
"course have year take many course include head neck anatomy general dentistry simulation organ system craniofacial biology even pediatric outreach educate inspire become good oral health professional can","434"
"end have year excel clinical aspect dentistry overwhelm course work challenge","435"
"drive ever succeed","436"
"recognize patient peer field trustworthy competent oral health care professional advocate integrity knowledge experience","437"
"ethic class discussion","438"
"wait see stick gun confront classroom like situation","439"
"hopefully stay tight group can lean stressful situation","440"
"will see","441"
"have intimidate anything learn since start dental school diva right do hold anything back","442"
"go nothing","443"
"go give give patient good experience can get","444"
"time push review material come early prepare ask question","445"
"lot pressure go use learn know gap learn become professional envision","446"
"three practice time retire","447"
"set goal high right","448"
"really year become professional now skeptical assumption act","449"
"early still reflect type professional soon will understand mean will shape future","450"
"progress go start true sense professional now","451"
"professional study occupation dentistry involve interaction patient time take first true step progress become professional","452"
"today official start have mindset change","453"
"instead focus have have class lab focus now patient","454"
"time finally arrive get apply everything cram two year still clue","455"
"exaggeration know little","456"
"honestly look forward see will interact patient kind dentist will","457"
"professional able whats right whats good patient","458"
"want able show patient competent also let recognize good dental overall health","459"
"want kind professional patient trust come love exactly person enjoy life without change","460"
"learn dental school work hard bring gpa thing matter apply residency couple year","461"
"time devote good class","462"
"say tend poor eat sleep habit due energy spend schoolwork let alone lab deadline meet","463"
"occasional email update personal statement add immense stress body suffer already","464"
"eosinophilic esophagitis gerd chronic gastritis","465"
"time symptom subside break school symptom immediately come back 2 remind reflect stress school","466"
"introspective person reflect lot","467"
"take picture use guide selfimprovement","468"
"fact share nyu make feel personal anymore","469"
"road take get indeed personal feel violate share people know superficially","470"
"really hope update statement will suffice graduate perhaps thought different reach level success comfortable","471"
"however just satisfy desire portfolio program will share quote find important success nothing outside can ever enable good strong rich quick smart","472"
"everything within","473"
"everything exist","474"
"seek nothing outside","475"
"now face situation may ethically compromise didactic course though time consider moral question dilemma","476"
"learn handle type situation able consider option nothing","477"
"","478"
"able make right decision","479"
"still consider specialize pediatrics really love kid learn lot attend outreach pediatrics course","480"
"really enjoy work kid reward","481"
"surgery something still like however know want specialize","482"
"will hard become professional always expect excel every single thing","483"
"consider achiever dental school will perfect will many occasion wrong learn say consider overachiever however learn dental school nothing perfect always opportunity learn mistake human undoubtedly will make mistake make us professional learn learn handle everything possible fix able make patient happy patient also","484"
"dentistry reward able professionally good order reward","485"
"now receive white coat expectation become even professional white coat symbol history say now candidate","486"
"candidate doesnt mean journey end contrary take time practice hard work even motivation continue become competent professional want","487"
"first year tough learn juggle million thing time spring able say able conquer time management","488"
"learn new study habit important learn hand skill even though perfect become much good wouldve ever imagine","489"
"have start completely different thing still learn manage time feel like work triple lab tough professor also tough still long way go","490"
"look previous statement theres nothing change still like become competent skillfull dentist think learn treat peer ethically empathetically time assist clinic help practice skill patient","491"
"learn manage time although sometimes wish keep learn accept criticism form other still learn evaluate little good","492"
"conscious ethic critical part professional","493"
"understand allow one true professional excel care individual","494"
"five basic ethical principle veracity justice autonomy beneficence nonmaleficence integral way dentist practice act guide professional","495"
"truthful patient one main thing one can healthcare provider fair part oath take discriminate treat allow patient right treatment allow right make decision show respectful good patient define role healthcare provider finally harm understand control inform patient good harm way treatment matter","496"
"principle imperative since define dentist differentiate give credibility professional","497"
"personal goal dental school learn much possible faculty clinic set","498"
"imperative learn think foot confident decision specific treatment plan involve treat patient","499"
"want able learn complex procedure guidance faculty member can learn first hand involve aspect treat patient","500"
"also want knowledgable communicate properly patient teach good habit also condition","501"
"important knowledgable basic science involve different disease pathology patient may important learn much academically possible","502"
"like learn also manage practice talk people private practice can successful thing one must know order practice efficiently","503"
"become professional can tough journey look forward excel continue profession","504"
"believe professional define candidate career","505"
"want able incorporate aspect professional practice practice aspect fully school learn faculty see handle patient","506"
"important acknowledge professionalism since allow patient good understand profession help help good","507"
"become adequate professional many skill must acquire","508"
"one main skill learn communicate patient efficient way fully understand patient problem order help effective manner","509"
"also important express empathy towards patient feel comfortable environment can gain trust healthcare provider","510"
"professional maintain respect patient hold integrity","511"
"self assessment critical component become competent professional since allow one see much progress","512"
"also allow one realize always room grow allow one add list find valuable","513"
"also provide reference reminder find valuable past","514"
"plan continue self assess become competent professional learn continuously perfect skill professional","515"
"start clinic learn lot important aware reflect professional mean","516"
"see will help growth professional understand good now aspect professional mean","517"
"know now work look forward continuously work hard learn time school","518"
"key element like learn dental school competent compassionate professional","519"
"like build skill enable learn peer build network","520"
"also want constantly keep new advance make field can build habit become life long learner","521"
"feel dental education will compassion field since will learn many aspect involve broad spectrum dentistry also increase skill become good continue learn practice","522"
"nyu will definitely advantage since will expose vast patient pool become competent various different procedure patient present unique health condition concern","523"
"aspire general dentist skill will hopefully enable proficient healthcare professional involve make positive difference community","524"
"plan become knowledgable learn much possible clinical experience","525"
"now can say basic knowledge ethical principle practice good professionalism","526"
"greatly appreciate fact educate drill fill basically observe diagnose come treatment plan good patient without violate moral field","527"
"dentist hope someone lifelong learner stay updodate late discovery oral health hope learn molecular mechanism oral disease finding can apply clinical set","528"
"work world renowned researcher variety research topic nyucd will give opportunity learn part forefront advancement oral health","529"
"now believe choose nyucd right option","530"
"quite sure nyucd will help achieve goal state","531"
"nyucd provide various type resource gain knowledge dental medical field","532"
"also believe become health care professional learn gain knowledge field also gain experience interpersonal communication skill","533"
