X1,NETID,RefType,Date,Time,Text,DYear
8,QRrjCcKE,Ethic Reflection,06-06-14 22:10,22.16666667,"Taking the ethic class taught by Dr more has taught me many ethics and morality in this dental profession. I was presented with many case studies and learned how to make judgement and choices. Throughout the year I have heard of cheating and dishonest conducts done by classmates, but I have yet to witness one personally. Personally I refrain from cheating in exam. However I do admit on acquiring previous exams but I believe the majority of class also have access to it. I do not feel I was at an advantage, rather I feel at a disadvantage if I don't use the material.",D1L
9,QRrjCcKE,Public Self Reflection,06-06-14 22:17,22.28333333,"Being a professional means many things. Even though I have not being treating real patients, I am seeing myself being more professional than before. I strived to improve on being punctual and being on time, which is a basic of being professional. I also try to maintain a clean and professional look as image is a quick way of reflecting oneself. Most importantly, being professional means to always conduct professionalism at all times, not just at school or during treatment. I need to maintain a professional image in social situation, and be a role citizen at all times.",D1L
10,QRrjCcKE,Professional Progress,06-06-14 22:05,22.08333333,"I have successfully completed D1 year. It is filled with blood, sweat, and tears. I played hard and studied hard. Overall, I am pleased with the results and haven't failed a course or required to remediate. I definitely made some really good friends along the way and I appreciate the help I have received. I was bombarded with tons of information in class and clinics, and I was barely able to remember them for the exam. I wish to apply the knowledge in real dental situation. I admit I haven't been involved with too many academic groups and association. I wish I can be more involved with the community and take on some leadership role in the coming years. I am excited that next year I will be treating real patients and making good use of the knowledge I learned in class.",D1L
11,QRrjCcKE,Public Personal,06-06-14 22:12,22.2,"Over the next 4 years at NYUCD, I am certain not only will I gain the necessary skills and knowledge to pass all the competency requirements, I will be a respected dentist with great moral ethics and integrity. I wish to  excel and eventually master the technical skills required of the dental profession. Throughout my clinical rotation, I plan to endlessly improve my patient care and work on effective communication. I realize the importance of building a network, so I plan to reach out to peers and faculty to develop life long positive relationships that will not only benefit each party but also to the patients. I plan to utilize school and community resources and assume leadership roles by participating in student groups or community projects. One of the priorities of dentist should be their responsibilities to the community, thus I plan to volunteer in both local and international outreach program to both enrich myself and to help others. Last, but not least, I wish to always maintain a positive working attitude and a thirst of knowledge that will aid me in my lifelong pursuit in this wonderful healthcare profession.",D1L
12,Rwn3c4BL,Ethic Reflection,06-06-14 18:26,18.43333333,"After my first year of dental school, my fellow colleagues and I worked together in our professionalism and ethics in healthcare course to develop core values in which our class aspires to embody.  Some believe that our core values should be innate, however, I believe it was important to restate these values as many of us can easily neglect them.  It was important for us to work together because as aspiring dentists, these ethical values hold an important part of our foundation as a dentist.  Examples of our core values include acting with integrity and honesty, demonstrating professionalism, serving others, being patient-centered, embracing excellence, creating and fostering a collaborative learning environment, and valuing diversity.",D1L
13,Rwn3c4BL,Private Self Reflection,06-06-14 18:25,18.41666667,NA,D1L
14,Rwn3c4BL,Public Self Reflection,06-06-14 18:26,18.43333333,"Being a professional requires many characteristics, many of which I was able to develop through my experiences in the first year of dental school.  I believe that two important cores are your knowledge in the basic sciences and your ethical and moral behavior.  The former is necessary because without a solidified background regarding these sciences, one may not be able to deliver proper oral healthcare.  The first year covered many courses, such as anatomy, physiology, and neuroscience.  The latter is necessary because as a professional dentist, you need to act with a certain set of ethics and morals that is expected of you.  Becoming a professional does not occur overnight; it is a step-by-step process.  I am eager to continue this foundation in order to become the professional I need to be after completing my first year in dental school.",D1L
15,Rwn3c4BL,Professional Progress,06-06-14 18:26,18.43333333,"After my first year of dental school, I can see a dramatic increase in my professionalism.  Being exposed to the professional world of dentistry has allowed me to assimilate into the profession, as well as understand the characteristics that is required of me as a professional.  I have learned more information in fundamental science courses that will allow me to build on this foundation of mine in order to best delivery proper oral healthcare.  Part of being a professional is understanding the complexity of information that is required; my first year courses has allowed me to progress in this manner, especially developed through examinations and quizzes.",D1L
16,Rwn3c4BL,Public Personal,06-06-14 18:26,18.43333333,"I have now finished my first year of dental school.  I have studied many basic science classes and feel competent in various fields of science, such as anatomy, biochemistry, physiology, histology, and more.  This is a key fundamental for every student since it will allow us to understand any underlying condition a potential patient might have.  The classes from this year will allow me to deliver efficient oral healthcare in the future.  I further developed my relationships within my group practice and this is important because working in a group can produce a better outcome.  I hope to further enhance my personal and interpersonal skills as my dental school career continues.",D1L
17,S4Eko2Y=,Private Self Reflection,12-06-14 12:29,12.48333333,"Becoming a professional is a process that not only begins at the beginning of dental school but is continued on throughout our lives as dentistry is an ever-changing, always evolving field. Although I am not comfortable seeing patients right now because of my little operative knowledge and procedural skills, I am always willing to learn what can make me a better professional in the eyes of a patient.",D1L
18,S4Eko2Y=,Public Self Reflection,12-06-14 12:29,12.48333333,"Becoming a professional is a process that not only begins at the beginning of dental school but is continued on throughout our lives as dentistry is an ever-changing, always evolving field. Although I am not comfortable seeing patients right now because of my little operative knowledge and procedural skills, I am always willing to learn what can make me a better professional in the eyes of a patient.",D1L
19,S4soV89A,Ethic Reflection,04-06-14 21:37,21.61666667,"I learned many things about professional ethics course taught during fall semester. Dr. Moore defined ethical issue as a dilemma that occurs when we are confronted by a situation that demands an action where the choice may or may not be pleasant. I learned when faced with a dilemma, we have expectations versus self-interest we must act upon on in hopes of holding up to personal integrity and core value.",D1L
20,S4soV89A,Private Personal,04-06-14 21:54,21.9,I hope to exude more confidence to become a responsible and professionally competent dentist once I leave NYUCD. I believe that mannerism and appearance is important in how the public views not only NYUCD but the dental profession as a whole.  I hope to also carry on the NYUCD mission goal of community service even when I graduate and give back to the community.,D1L
21,S4soV89A,Private Self Reflection,04-06-14 21:54,21.9,"After my first year at NYUCD, I am realizing that becoming a professional is more than just having hand dexterity skills in bench lab and didactic knowledge, but also being morally and ethically competent.",D1L
22,S4soV89A,Professional Progress,04-06-14 21:58,21.96666667,"I feel that my first year at NYUCD was more about getting our feet wet in dental school and learning more about didactics than anything else. However, courses such as Professionalism and Ethics, Leadership Seminar and GDS lab got us more attuned in becoming a competent professional.",D1L
23,U36VuiLn,Private Personal,06-06-14 19:11,19.18333333,"To learn how to maintain a standard of excellence amongst the dental community that translates into leadership amidst the progression of dentistry. To master my role in the patient-doctor relationship, for the efficient benefit of my growth as a healthcare provider and the improvement of overall patient health.To fully understand all specialties of dentistry and the compliment between them to a degree that allows me to make an educated, prepared, and appropriate decision on which aspect of dentistry is suited best for me. To identify deficiencies amongst communities worldwide and how to meet those needs effectively.",D1L
24,UNJHYkXR,Ethic Reflection,04-06-14 15:27,15.45,"I believe that ethics is an imperative component of professionalism. As dentists, we are placed on a pedestal in society and, in this position, we must possess and display a firm grasp on ethics and make decisions accordingly.",D1L
25,UNJHYkXR,Public Self Reflection,04-06-14 7:48,7.8,"Becoming a professional does not simply entail acquiring the mechanical skills and knowledge associated with a profession, but also comprises of establishing an ethical and moral repertoire to sufficiently and adequately provide for your patients, customers, clients, etc.",D1L
26,UNJHYkXR,Professional Progress,04-06-14 15:27,15.45,I have just completed 25% of my journey to becoming a part of the working dentist pool outside of NYU. I am ready to begin to next section and make my way to my destination.,D1L
27,UTJ80WhA,Ethic Reflection,04-06-14 11:52,11.86666667,"It is my own responsibility to be honest to ourselves, to the faculty, and most importantly to the patients. As a student doctor, I understand that I need to treat patients as a whole, not just their teeth. I would also keep in mind to always have respect to the patients' decisions and treat comprehensively for the benefit of patients' health. Also I need to ensure all patient information will be kept in privacy.",D1L
28,UTJ80WhA,Professional Progress,04-06-14 12:01,12.01666667,"In my first year, I have gained lots of knowledge both academically and clinically. But I still need to improvement my social skills so that others will know more about me.",D1L
29,V0zIDd/AHlo=,Private Personal,04-06-14 14:37,14.61666667,"After working in many areas of dentistry I realized I would really like to specialize in pediatric dentistry. To me dentistry is being able to give the gift of confidence, comfort and care. I believe if I can make any impact on a child to feel more confident, happy and comfortable that is one less worry in that child’s life. And that child will one day become an adult who does not fear a dentist and that adult will have good oral hygiene that was taught when their were a child.

After finishing my first full year, it was tough but clearly worth the struggle. The classes get harder, as expected, but I feel stronger as a professional and as a student. I am grateful and proud to have finished my first year of dental school, and now 25% a doctor!!",D1L
30,WKtXxOT2,Ethic Reflection,06-06-14 18:23,18.38333333,"Throughout my first year, I have learned a great deal about ethics. Not only has the ethics course first semester taught me about ethics and the ethical dilemmas that us as dental professionals are bound to face, but even within our class of 2017 I have learned how ethical dilemmas are far too common. I have learned how to face these dilemmas and how to appropriately handle such situations.",D1L
31,WKtXxOT2,Professional Progress,06-06-14 18:23,18.38333333,I believe I have become much more of a professional in just one year of dental school. It is somewhat frightening to look back and realize now how much I have grown. I have learned how to conduct myself in a professional manner where I am hoping will eventually show to my patients that I am indeed a health care professional.,D1L
32,WLpcJSq/,Public Self Reflection,06-06-14 22:32,22.53333333,"Becoming a professional isn't something you can do overnight. Making the transition from an undergraduate student to a professional seems daunting. Having completed my first year, I still don't feel like a student doctor and can't say when I'll feel comfortable having my patients trust me with their oral health. I think the confidence of being a doctor will come with time in clinic and by developing my skills.",D1L
33,WLpfJdAb,Private Self Reflection,04-06-14 14:54,14.9,"Based on my first year at NYUCD, I truly learned that becoming a professional is extremely hard. A lot of lab works accompanied by other didactic portion of different courses pressured me. However, as I learn more and more about dentistry, I can realize that dentist is a dedicated professional who can contribute to other people's oral health. During the lab, I tried to treat manekin head as if it is a patient and found it extremely hard. I hope that I become more professional in my following three years at dental school.",D1L
34,WLpfJdAb,Public Self Reflection,04-06-14 14:54,14.9,"Based on my first year at NYUCD, I truly learned that becoming a professional is extremely hard. A lot of lab works accompanied by other didactic portion of different courses pressured me. However, as I learn more and more about dentistry, I can realize that dentist is a dedicated professional who can contribute to other people's oral health. During the lab, I tried to treat manekin head as if it is a patient and found it extremely hard. I hope that I become more professional in my following three years at dental school.",D1L
35,WZu9Oodq,Private Self Reflection,02-06-14 0:15,0.25,"Now that D1 is over, I feel that I have a good foundation to build upon as I prepare to enter the clinic in the spring semester.  I have learned a lot about the human anatomy and physiology necessary for making a successful treatment plan, and I am excited to start D2 and learn more.  I hope D2 teaches us more about how to interact with a patient and how to make a treatment plan, since it was very easy this past year to forget what I was really in school for.",D1L
36,XA0Qq3jz,Public Self Reflection,12-06-14 9:34,9.566666667,"I have completed the first year of dental school. It had been one of the toughest year that I've been through, but I feel that I have grown that much and gotten closer to becoming a professional in the dental field. D1 year prepared me by giving me a comprehensive understanding of basic sciences, including anatomy, biochemistry, development, histology, and physiology. I also learned how to do single tooth restoration on models and I got familiar with the lab setting for classes to come in the next year. The more I learn about dentistry and medicine, the more I discover that are yet to learn and the more I feel responsible about becoming an educated, ethical professional. There are so much more to learn and absorb, which makes me excited for the years left at NYU.",D1L
37,XegNIX+x,Ethic Reflection,02-06-14 1:02,1.033333333,"Ethics is not merely a course, but a lifelong dedication to upholding the standards and principals of the profession. Everyday, every lab session, and in every lecture, the fundamentals of approaching patient based clinical treatment to our patient population in a moral, and ethical manner are fostered and promoted. Moreover, a course such as ethics is not merely a class for students. It is an ideal and standard for everyone apart of the institution to uphold and better. Ethics starts from the top down, and without a systemic dedication to practicing our institution in a ethical approach, all is moot.",D1L
38,XegNIX+x,Professional Progress,01-06-14 16:21,16.35,"Now that the first year of dental school is complete, I can look forward to what the future years will bring. D1 was, simply put, a trying and stressful year from a didactic perspective. I found it difficult at times to build myself up and motivate myself to prepare for each weekly quiz, time and time again. These structure, however, enabled me to stay at least somewhat up to date with the course flow and chapters. As I begin the transition to D2, I look forward to spending even more time in a pre-clinical and clinical setting, as I prep myself for 'the show.' I look forward to the challenges the next 3 years will bring, feeling more confident now that I have developed a stronger support structure and relationships within my GPD.",D1L
1,QRyzb8pn,Ethic Reflection,02-06-14 20:47,20.78333333,"Personally, I believe Ethics and morality has an extra special meaning when our professional work will be taking care of others. Those that will we be taking care of are entrusting us to be the most moral and ethical healthcare providers that we can be. Throughout the year, several different instances have come up that have questioned morality as a class. While these specific situations are not directly pertaining to our future patients and our future as healthcare providers, it is hard to say when a line will be drawn.",D1L
2,QRyzb8pn,Private Personal,02-06-14 20:47,20.78333333,"Throughout the 4 years at NYUCD (now 3), I hope to become more involved in the clubs and societies offered to me. I hope to involve myself in more outreach programs, and further my knowledge on oral health throughout different under privileged areas of the country/world and spread my knowledge to those in need.",D1L
3,QRyzb8pn,Private Self Reflection,02-06-14 20:47,20.78333333,"Becoming a professional will mean not only providing a service for my patients that will require me to be constantly learning and striving for new goals and skills, but also understanding the trust my patients will have for me and to be able to constantly live up to that. It will not be easy at times, but I hope that, throughout these years I will understand more and more the responsibilities and obstacles I will have to go through in order to be the best healthcare provider and best professional that I can give to my patients, and for my patients.",D1L
4,QRyzb8pn,Public Self Reflection,02-06-14 20:47,20.78333333,"Becoming a professional will mean providing a service for my patients that will require me to constantly be learning and striving for new goals and skills. It means to be able to self-assess my work and ask for assistance when necessary. Throughout these 4 years, I hope to further my steps to becoming a professional, but it will be a process that extends outside of just dental school.",D1L
5,QRyzb8pn,Professional Progress,02-06-14 20:47,20.78333333,"Throughout the last year at NYUCD, I have learned several things about becoming a professional. When I stepped into NYUCD last August, I was naive to the amount of hard work it would take every single day here at NYUCD. I believe i have stepped up to the challenge that I have been given, and, I look forward to continuing to grow each and every day throughout the following 3 years through all of the obstacles and challenges that I will endure. I look forward to working more and interacting with patients, and working more hands on in the several labs we have coming up this D2 year.",D1L
6,QRyzb8pn,Public Personal,02-06-14 20:47,20.78333333,"I hope to gain confidence and self-trust in my skill as a dentist throughout my 4 years as a student at NYUCD. I hope to build a strong network of support that extends beyond my life as a student, and into my life as a dental professional. I hope to have strengthened my communication skills in order to be able to effectively interact with patients and colleagues of diverse cultural backgrounds and of varying lifestyles. I hope to create lasting relationships with the faculty and students in such a large student body. Lastly, I hope to utilize the strength of NYUCD's clinical facilities and resources in order to become the most proficient healthcare provider that I can be.",D1L
7,RIXmCJSQ,Professional Progress,01-06-14 20:32,20.53333333,"I have learned a vast amount of dentistry since finishing D1. Moreover, I have developed more as a person, in terms of stepping outside of my comfort zone, time management, values, friendships, and interacting with peers/patients/faculty. I am very excited to embark on D2 and feel that D1 has hardened me to be ready for the next steps that lie ahead. I intend to devote even more time in the bench lab to develop my motor skills, in addition to helping the D1s with advice and knowledge.",D1L
8,RIXmCJSQ,Public Personal,01-06-14 20:32,20.53333333,"In dental school and my future career in dentistry, I strive for continual self-improvement and forward development. I will apply my previous volunteer experiences, along with my newfound knowledge to interact and connect with patients on a personal level. Moreover, the strong clinical training that NYUCD offers will enable me to provide exceptional oral healthcare with the highest proficiency and quality. I aim to embody the mindset that dentists are not only healthcare providers, but also trusted members of society - viewed as companions and advisors. I know that this profession requires much more than academic excellence; it involves manual dexterity skills, attention to detail, critical thinking, and the communication skill set required to educate patients on the significance of oral care and hygiene. My contributions to society will not be limited to providing outstanding oral healthcare services to the general public, as I intend to broaden my scope of care to aid the less fortunate populations. I strongly believe that NYUCD will provide me with the opportunities to gain experience through outreach programs. NYUCD is my avenue towards achieving my goals. I am focused and ready to begin.",D1L
9,SBziBTyT,Public Self Reflection,02-06-14 17:56,17.93333333,"In order to become a professional, I must evaluate all of my strengths and weakness. As future primary health care providers, it is our duty to constantly improve ourselves so that we can refine our services given to our patients. Also, before I can treat the patients as a dentist, I must learn all of the material given in our didactic classes and clinical simulation labs. I need to be an excellent student before I can become a professional dentist. Overall, I must improve myself so that I can help the public improve their oral health.

I still have a lot to learn after my D1 year; however, I believe I have learned a lot about myself and how to treat the people around me. I look forward to continuing my progress when I enter the clinics.",D1L
10,SBziBTyT,Public Personal,02-06-14 17:55,17.91666667,"Over the next four years, I strive to become a dedicated practitioner who is focused on the best interests of the patient. Not only will I attempt to fully learn all of the science based knowledge in the didactic classes, but I will also develop my interpersonal skills to better communicate with my colleagues, mentors, and patients. I need to become an excellent provider for dental health which can be achieved by developing my technical proficiency and following ethical procedures. In addition, I wish to become a role model and educator for the community so I can eliminate the stigma that dentistry is an occupation associated with pain and replace it with the ideology of preventative treatment. Overall, I am looking to improve myself as a person and as a future dentist.",D1L
11,UMA+5wg=,Ethic Reflection,30-06-16 17:30,17.5,"Ethical standards are an essential component of a health care practitioner's guiding principles. Doing what is right is often a complex interplay of multiple factors. Ultimately, the ethical decisions we make will vary significantly from one patient to another. Having spent a good deal of time in clinic, I have become better at assessing the patient's wants and needs and using the two to develop treatment plans that are ethical in nature.",D1L
12,UMA+5wg=,Private Personal,30-06-16 17:30,17.5,"During the next four years I seek to become a mature and skilled professional who puts the care of the patient at the forefront of all goals. I would like to become a well rounded individual who is not only knowledgeable about dentistry, but healthcare as a whole. I seek to have fun while building relationships with my colleagues that will hopefully carry over into my post-NYU years.
While my clinical education has been vastly advanced over the course of the past several years, I still feel lost on the financial realm as it pertains to running a dental practice. It is a goal of mine to become more competent about this underdeveloped aspect of the dental profession.
Lastly, I would to invest all of my resources and strength into the NYU community and hopefully receive the same in return.",D1L
13,UMA+5wg=,Private Self Reflection,30-06-16 17:30,17.5,"Becoming a professional means more than being able to safely say that I can perform all of the competencies required of me. Becoming a professional means personifying all of the intangibles that the admissions committee at NYUCD felt I already had when they decided to accept me. It is a process that requires one to exhibit the characteristics and skills that are not simply gained through practice and repetition, but ones that embody a person through integrity, respect, and accountability. 
While I do have the aforementioned characteristics, I am in the progress of assimilating into my role as a future practitioner.",D1L
14,UMA+5wg=,Public Self Reflection,30-06-16 17:30,17.5,"Becoming a professional means more than being able to safely say that I can perform all of the competencies required of me. Becoming a professional means personifying all of the intangibles that the admissions committee at NYUCD felt I already had when they decided to accept me. It is a process that requires one to exhibit the characteristics and skills that are not simply gained through practice and repetition, but ones that embody a person through integrity, respect, and accountability. 
While I do have the aforementioned characteristics, I am in the progress of assimilating into my role as a future practitioner.",D1L
15,UMA+5wg=,Professional Progress,30-06-16 17:30,17.5,"Before entering dental school I had a general sense of professionalism that was limited to an academic setting. My views of professionalism had been restricted to my actions and how those actions influenced me. Upon entering clinic, I have accepted a greater responsibility that now not only affects me but my patients as well. This responsibility requires knowledge of the skills I have accumulated, but it also requires an ability to communicate with faculty and staff as well seeking peer-reviewed literature to gain insight into cases I may not have been introduced to.",D1L
16,UMA+5wg=,Public Personal,30-06-16 17:30,17.5,"During the next four years I seek to become a mature and skilled professional who puts the care of the patient at the forefront of all goals. I would like to become a well rounded individual who is not only knowledgeable about dentistry, but patient care as a whole. I seek to have fun while building relationships with my colleagues that will hopefully carry over into my post-NYU years. Lastly, I would to invest all of my resources and strength into the NYU community and hopefully receive the same in return.",D1L
17,UTIYQkLD,Ethic Reflection,26-03-14 7:54,7.9,"When faced with an ethical dilemma, I will perform all the steps necessary in order to be an ethical human being and dental professional. I will continuously self evaluate as well as seek peer evaluation in order to ensure that I am making ethical choices.",D1L
18,UTIYQkLD,Professional Progress,26-03-14 7:54,7.9,I will continue to learn and develop as a professional well beyond graduating dental school. I believe that learning is a continuous process and will strive to be better every day.,D1L
19,V0TiNmF1,Public Self Reflection,02-06-14 17:16,17.26666667,"Being a professional in the dental field has many components; it requires compassion, technical excellence, clinical knowledge, and the ability to know what's best for patients and execute it in the most effective way possible. Through didactic courses as well as clinical, hands-on experience, I will be able to learn what is the best course of treatment for my patients. Working with my peers in this journey will help me become a professional, as dentistry requires collaboration and teamwork between peers. Dental school will help me practice and develop these skills, and enable me to become a competent professional. I feel that I've learned so much from my first year, not only in didactic courses but also in learning how to work with others on our journey to becoming dental professionals.",D1L
20,V0TiNmF1,Public Personal,02-06-14 17:15,17.25,"My goal is to become an excellent clinical dentist by developing my manual dexterity, learning how to communicate effectively with my patients and learning to make the best decisions in their individual treatment. I aim to be very involved in the NYU community, in order to develop meaningful relationships with faculty members and peers, and be an active, contributing participant in our collective dental school journey. I will challenge myself in learning as much as I can in the basic medical sciences, as this will help me provide excellent, whole-body centered care to my patients. I would also like to get more involved in volunteering in my community.",D1L
