"Text","doc_id"
"3 year ive learn much oral cavity can reflect disease body oral cavity can affect change occur patient body","51"
"ive learn work another student dental assistant vice versa learn team effort","52"
"ive learn step process need create complete removable partial denture","53"
"ive learn prepare crown bridge good make temporary crown bridge","54"
"ive learn interact patient now clinic start understand communicate patient way show professionalism competence still student school","55"
"clinic ive able practice patient good give local anesthesia patient form nerve block infiltration comprehensive exam xray prophylaxis scale root plane restoration","56"
"still yet perform endodontics yet aim soon","57"
"dental student will strive learn good serve patient community around various community around country world","58"
"specifically will become knowledgeable cause symptom dental disease good full body disease especially can become evident oral cavity","59"
"will learn treat patient shortterm longterm capacity","60"
"will also strive treat patient respect sympathy ethically take account various cultural identity sensitive understand","61"
"will always put patient health desire personal gain will sure refer patient doctor dentist feel able complete procedure","62"
"will practice communication skill honest patient","63"
"will practice skill competent able serve other good","64"
"strive continue learn new method technique technology appropriate good able treat patient","65"
"believe practitioner attitude fundamentally influence patient view health decision make process","66"
"integrity personal standard goal aspiration important factor earn respect peer colleague patient general public","67"
"public expect health profession behave make decision utmost ethical standard","68"
"important realize ethical dilemma can solve five principle ethic value profession","69"
"ever since realize dentistry one profession seamlessly blend artistry science fascinate","70"
"thus natural vast interest become orthodontist","71"
"however like expose various different dental specialty school curriculum also community outreach volunteer service","72"
"dental student like graduate dental school good stand proficiency general dentistry","73"
"health care professional like learn technical skill also interpersonal skill fulfill relationship patient various different background","74"
"realize skill require uphold ethical principle good rule regulation time","75"
"moreover hope openminded bold make decision","76"
"addition like good lifelong relationship peer private professional environment","77"
"dentistry one profession require high practical prowess also moral ethical standard","78"
"several factor make dentist good professional believe one important thing professional independent proficient job","79"
"word professional consistent punctual","80"
"addition important follow rule regulation prevent reckless nefarious malpractice","81"
"however mean one stagnant passive profession","82"
"rather believe important professional actively seek improvement advancement","83"
"can achieve work discuss research issue different professional various different field profession","84"
"moreover important professional appropriate moral ethical standard","85"
"believe factor crucial become good professional","86"
"dentistry one profession require high practical prowess also moral ethical standard","87"
"several factor make dentist good professional believe one important thing professional independent proficient job","88"
"word professional consistent punctual","89"
"addition important follow rule regulation prevent reckless nefarious malpractice","90"
"however mean one stagnant passive profession","91"
"rather believe important professional actively seek improvement advancement","92"
"can achieve work discuss research issue different professional various different field profession","93"
"moreover important professional appropriate moral ethical standard","94"
"believe factor crucial become good professional","95"
"believe professional demonstrate competency proficiency vocation high ethical standard good personal quality compassion respect empathy","96"
"overall work hard get everything class take school clinic even graduate start work will able apply knowledge skill achieve school","97"
"ever since realize dentistry one profession seamlessly blend artistry science fascinate","98"
"thus natural vast interest become orthodontist","99"
"however like expose various different dental specialty school curriculum also community outreach volunteer service","100"
"dental student like graduate dental school good stand proficiency general dentistry","101"
"health care professional like learn technical skill also interpersonal skill fulfill relationship patient various different background","102"
"realize skill require uphold ethical principle good rule regulation time","103"
"moreover hope openminded bold make decision","104"
"addition like good lifelong relationship peer private professional environment","105"
"want always putting patient first us progress dental school eventually professional career","106"
"believe healthcare professional duty provide patient effective treatment know right person patient hesitate relay patient right person","107"
"dental school want always put forth honest effort work take shortcut want make sure really understand teach future patient deserve kind honest effort dentist","108"
"also want contribute honest learn environment reach peer may see struggle","109"
"feel like everyone try meet requirement graduate sometimes may tempt away ethic definitely slippery slope go","110"
"quality work approach treatment deteriorate point","111"
"hope work just hard smart produce result necessary multiple option ready graduate","112"
"currently really interest field pediatrics want put position learn much can field make sure make decision inform one","113"
"passion pediatrics grow partake inreach outreach event nyucd want also explore specialty can become wholesome dental knowledge ideal","114"
"really happy year citizen school fully integrate one main outreach club nyucd","115"
"also first dental screening gtp many schedule come","116"
"also track pursue passion pediatrics","117"
"now fully commit become pediatric dentist hope keep explore various area public health dentistry hope integral part career","118"
"aside point mention public self reflection portion want become open mind good take criticism will important deal patient good future dental team","119"
"far year good punctual want persist good punctuality weakness mine past","120"
"still feel can organize","121"
"work area still get really messy treatment do sometimes still forget supply need session","122"
"clinical treatment perform still feel comfortable endo crown treatment","123"
"think lose sight patient see overwhelm schedule start learn take step back really work build connection patient new old","124"
"believe order become professional field dentistry must go beyond know just craft dentistry","125"
"also mean present treat people work","126"
"instance punctuality respect two important aspect patient look dentist aside hisher technical ability","127"
"dentist unorganized difficult make appointment hard patient trust putting oral health","128"
"also even though dentist head hisher practice take cohesive supportive team individual treat dental patient properly","129"
"thus dentist present himherself dental team professional manner will never gain trust","130"
"much change still believe write previously","131"
"one important thing really listen patient concern","132"
"do approach treatment session without open mind sometimes need adapt patient need","133"
"point entirely certain want practice dentistry","134"
"know feel ready graduate dental school will immediately look residency get level competency comfortable practice solo","135"
"want eventually dental practice time try expand","136"
"point think go career practice part time pediatric dentist also explore public health side profession","137"
"think large room grow especially find way target area access dental outreachesscreenings","138"
"hope go pediatric dental residency prepare come practice community dental center clinic serve disadvantage","139"
"late one hope use experience help local community implement public health initiative","140"
"hope become competent enough graduate friend peer instructor will fully trust perform dentistry need","141"
"hope less maintain passion field walk first class year hopefully expand passion graduate","142"
"want work hard always humble fact never satisfy level competence dentistry","143"
"long keep learn know will competent yesterday competent can tomorrow","144"
"come towards end time nyucd lot goal aspiration meet still within reach","145"
"hope pass thing learn faculty peer wonderful patient 3 year can awesome 4 year time","146"
"always consider ethical person","147"
"strive live life certain way treat other want treat","148"
"since time clinic notice fellow dental student like walk fine ethical line thing ethically comfortable","149"
"try worry student can work person kind dentist want","150"
"public personal statement","151"
"public self reflection become professional","152"
"spend year half dental clinic still do think dental professional","153"
"patient want give dr title really believe earn distinction yet","154"
"usually just tell call mikemichael","155"
"think will still way receive dr distinction","156"
"sure though","157"
"maybe due background bring just consider like everyone else exception actually doctor","158"
"around dental student feel like dental professional","159"
"parent brother nondental friend always ask dental relate question feel like actually know talk make feel like dentist","160"
"far time clinic transition have have tremendous learn experience good lot fun","161"
"finally get apply knowledge ive gain first three year good gain new knowledge tipstricks various faculty","162"
"first start clinic nervous unsure able deal treat patient","163"
"now clinic approximately year half feel comfortable competent ability","164"
"date complete almost mdr requirement remain one currently process will hopefully complete winter break","165"
"also find complete complex procedure become comfortable perform root canal postcores crown complete removable prosthesis","166"
"also find rely little little specialty faculty assess patient complex need consult necessary step confirm findingsresults","167"
"month graduation excite nervous next phase life","168"
"feel like learn lot year half clinic improve aspect dentistry","169"
"understand need follow school core curriculum also intrigue learn new technique procedure material outside dental school environment","170"
"term progress dental school feel competent properly diagnose treatment plan patient","171"
"find hand skill performance perform complex procedure significantly increase","172"
"time find bore simple procedure clinic wish way involve work complex one","173"
"however feel andor hope begin gpr program will get work procedure expand knowledgebase continue grow dentist","174"
"encounter many ethical situation think relate directly professionalism","175"
"act ethical mean always right just keep patient wellbeing center attention","176"
"tell act patientcentered focus must always examine every situation idea forefront","177"
"whether didactics clinical able frame everything ive learn context will affect patient help tremendously keep focus act professional ethical manner","178"
"public statement say want fix people face","179"
"know sound kind vague havent find good way express just yet mean fix whatever facial deformity defect present","180"
"predental society undergrad dental health professional speak every week remember one particular photo people wear facial prosthetic cover essentially part face jaw miss","181"
"time think fact prosthodontist make something give patient wear amaze","182"
"really want go one step beyond make wear prosthetic unnecessary","183"
"facial reconstruction think cool thing","184"
"know think lean heavily toward oms big hospital surgery rather prefer private practice","185"
"talk improve quality life believe great way increase path","186"
"year dental school pass ive learn mean become professional","187"
"since begin treat patient ive experience inherent trust must present dentist patient","188"
"look us guidance assurance can treat condition also answer question health wellbeing","189"
"believe dentist must act way honor profession respect patient","190"
"undergrad human biology major also minored philosophy","191"
"one particular article stick mind whenever think professionalism mean","192"
"article talk civic professionalism inherent contract trust public professional","193"
"moreover professional give back community without community provide patient learn craft","194"
"think progress throughout dental school will become relevant know whatever opportunity give back community outreach will try good make happen","195"
"whats point skill do try use promote great degree quality life can","196"
"4 year almost do journey become dental professional almost come finish","197"
"clinic allow apply ive learn first 2 year various clinical experience","198"
"know still lot learn open mind heart know will able become good professional can","199"
"feel competent clinician feel capable make treatment decision","200"
"journey dental school leave numb experience shape type dentist want also view relationship one oral health quality life","201"
"ive work dental professional around unite state mexico australia strong sense want get dentistry simply want able fix people face","202"
"person face important feature give selfconfidence go interact world","203"
"now path aim mine take do know know throughout pitfall ive overcome will lose sight goal","204"
"feel privilege apart great profession","205"
"ethic define moral principle govern person group behavior","206"
"become dentist hold high standard ethic position power","207"
"people trust belief help take advantage situation","208"
"will dentist respect know excellent work do ethical criterion","209"
"believe four principle healthcare ethic autonomy beneficence nonmaleficence justice","210"
"strive always honest straightforward respect right patient","211"
"furthermore will communicate patient way enable empower make inform decision","212"
"will strive achieve high quality effectiveness dignity process product professional work","213"
"dentistry creative independent field","214"
"flexible profession allow pursue dental relate interest outside work group office","215"
"future goal dentistry include volunteer program help underserved community us povertystricken area throughout world dental care readily available","216"
"new york university college dentistry one good school facilitate goal many program serve underserved community","217"
"furthermore nyucd diverse patient population allow interact people different socioeconomic background","218"
"dentist wish gradually become cherish counselor confidant","219"
"realize personal contact integrate within dentistry permit unique interaction people diverse age culture background","220"
"become dentist give lot opportunity really want career","221"
"career will always able help people need service","222"
"due success preventive dentistry reduce oral incident can see lot elderly people keep tooth long realize importance regular dental care service","223"
"mean demand dental care will continue grow dentist need","224"
"career excite due fact every day get help people different background walk life","225"
"moreover career go opportunity one thing really love help other give back community","226"
"career will let teach good habit good health","227"
"will also let educate patient good general public achieve oral health prevent disease","228"
"become dentist give lot opportunity really want career","229"
"career will always able help people need service","230"
"due success preventive dentistry reduce oral incident can see lot elderly people keep tooth long realize importance regular dental care service","231"
"mean demand dental care will continue grow dentist need","232"
"career excite due fact every day get help people different background walk life","233"
"moreover career go opportunity one thing really love help other give back community","234"
"career will let teach good habit good health","235"
"will also let educate patient good general public achieve oral health prevent disease","236"
"shortterm goal graduate new york university college dentistry year residency hospital","237"
"long run intend work group practice spend time global outreach","238"
"professional development goal reside soul since come contact dentistry first time","239"
"dental student learn dentistry play crucial role healthcare field","240"
"learn every part body affect body whole","241"
"capability communicate cooperate team member surmount obstacle hardworking perseverance help provide patient good care can give","242"
"vow continually learn different innovative technique provide evidence base dentistry care patient","243"
"want dentist patient can rely","244"
"want good job want make sure patient feel comfortable whenever step office","245"
"do want someone doesnt seem reliable work personality","246"
"will try ethical possible office outside good","247"
"feel bittersweet almost end school year have","248"
"time feel choose wrong profession time glad stick","249"
"dentistry allow perform skill clinician can also interact patient need help","250"
"hope money wont dictate future plan treatment patient want become dentist will treat every patient family","251"
"become professional require attain appropriate knowledge skill also apply one know accordingly different situation","252"
"dentistry one area practitioner continue education life always new information technology will change treatment plan","253"
"become aware sensitive dentistry will lifelong education","254"
"want learn whats good market whats good way treat can treat patient way want treat","255"
"become professional require attain appropriate knowledge skill also apply one know accordingly different situation","256"
"dentistry one area practitioner continue education life always new information technology will change treatment plan","257"
"become aware sensitive dentistry will lifelong education","258"
"want learn whats good market whats good way treat can treat patient way want treat","259"
"still quite behind cees mdrs try get catch cant","260"
"try see patient much possible yet treat one kind heart","261"
"accomplishment term requirement outstanding feel competent now","262"
"have look graduate six month feel like time literally fly","263"
"quite experience learn dentistry two year start practice patient cant believe almost last month journey","264"
"believe school help prepare become competent dentist even though time complain","265"
"feel lot comfortable plan treatment dentistry become natural see patient","266"
"patient care always practitioner numb one priority","267"
"financial gain never drive force practitioner service","268"
"competent one field also mean know seek help practitioner","269"
"journey nyu come realize ethic alway black white","270"
"important understand gray area always due seem right stop one self commit something hesitant","271"
"hope experience nyu college dentistry mold competent dental professional can provide utmost care patient","272"
"hope remain empathetic patient build strong interpersonnal skill can allow patient trust work","273"
"experience hope improve hand skill provide excellent quality care","274"
"hope become competent practitioner can incorporate knowledge learn didactics provide quality care","275"
"importance quality care vs quantity","276"
"become professional just dd title","277"
"go beyond workplace public reflection individual society","278"
"recognize individual hold high standard action reflect upon dental profession entity","279"
"reason respect one self respect profession","280"
"like dentist bring honor tile dentist","281"
"professional individual practice profession workplace profession way life","282"
"follow set role ethic will oblige betterment community","283"
"dental professional specific person represent field dentistry every action heshe make","284"
"term professional go beyonds one dental career rather include one entire life way live","285"
"important recognize one represent dental profession time","286"
"continue education feel learn every course every obstacle whether big small","287"
"interaction patient teach word statement ask question order extract important information patient importantly important communicate patient","288"
"patient bring something new table class help provide insight truly mean professional","289"
"hope acquire knowledge become dental practitioner also gain skill set will allow become competent professional","290"
"furthermore like grow ethical individual able provide care community use acquire knowledge dental field","291"
"hope continue education post dental school stay current approach may provide patient date treatment","292"
"like become practitioner provide quality care","293"
"ethic play large role dentistry everyday life","294"
"come patient care ethical situation come time","295"
"example patient like get particular procedure do know fail numb reason good stick professional judgement procedure rather try please patient","296"
"notice patient really try pressure something may want pressure make procedure go fast important us take time follow step avoid make possible mistake","297"
"end day follow believe ethical able sleep good night","298"
"unsure can converse faculty possibly already go go get proper guidance","299"
"school can ask partnersother dentist","300"
"still try figure exactly like become dentist","301"
"think pediatric dentistry since spend much time work kid think solely work kid may difficult especially parent try protective see child possibly pain","302"
"also think oral surgery im sure want school addition six year dental school","303"
"now currently think go periodontics cant see satisfy general dentist","304"
"also think go academia teach dental school graduate however now think like practice","305"
"recently get accept honor program hope figure exactly want spend time periodontics department","306"
"apply nhsc loan repayment program think like bring loan first","307"
"think order professional one must respect people come contact","308"
"work place knowledgeable job treat everyone respect","309"
"professional one responsible sense urgency come deadline","310"
"always set goal either achieve surpass","311"
"believe can take work become professional everyone can reach goal","312"
"regard professional will something will continue learn improve order provide good patient care","313"
"treat people respect take responsibility action","314"
"learn faculty general dentist specialist provide insight good deal certain situation appropriate effective manner","315"
"think order professional one must respect people come contact","316"
"work place knowledgeable job treat everyone respect","317"
"professional one responsible sense urgency come deadline","318"
"always set goal either achieve surpass","319"
"believe can take work become professional everyone can reach goal","320"
"regard professional will something will something will continually work","321"
"treat people respect take responsibility action","322"
"work within multidisciplinary health team will also aid become professional","323"
"learn different health field will help become good round person","324"
"although come long way since have still way go get need","325"
"gain confidence start get little fast procedure","326"
"still trouble patient try pressure get upset hear get tooth extract slowly try progress patient care aspecti make progress become efficient time management will still need continue practice become efficient","327"
"originally decide want become dentist think want either become pediatric dentist oral surgeon","328"
"go master degree biomolecular science begin think academic side dentistry profession","329"
"enjoy research learn certain signal pathway can affect tooth development investigate role hedgehog signal regulate proliferation development tooth zebrafish","330"
"mostly lean towards practice dentistry profession want keep option open regard career academia","331"
"recently ive interest periodontics","332"
"get honor program hope figure exactly want future learn specialty","333"
"apply nhsc help loan repayment program like keep option open potentially specialize different time","334"
"many patient present clinic terrible past experience dentist","335"
"feel cheat like didnt matter mouth source income","336"
"bother mentality dental professional","337"
"current future practice hope provide patient comprehensive care establish treatment plan patient","338"
"think important stand ethically morally right just drill fill send patient home","339"
"im huge believer preventative care want make sure embody practice","340"
"currently im try establish fundamental set rule will personally follow throughout dental school rest career encompass ethic professionalism good dental care patient","341"
"next four year want focus become excellent health care provider","342"
"plan practice skill preclinic clinic also learn establish trust relationship patient","343"
"want work hard great dentist one exemplify passion true dedication career","344"
"ultimately goal specialize pediatric dentistry focus child special need","345"
"realize passion work pediatric dentist see many child autism syndrome severe adhd amongst special need case","346"
"know feel reward help kid many access dental care","347"
"incredibly passionate want career result plan stay active pedo special need organization get involve pediatric outreach nyucd","348"
"work health care professional come many expectation especially patient","349"
"expect diagnose particular issue treat good","350"
"need understand oral health explain inform","351"
"trust decision treatment option want proper referral need","352"
"future dentist realize high bar raise much conscious effort need make ensure meet patient expectation","353"
"want understand appreciate case different can cater know specific need future patient","354"
"ive notice faculty opinion handle particular case good work one person research establish one game plan can relay patient full confidence","355"
"able justify one procedure another important patient know knowledgable can trust","356"
"work health care professional come many expectation especially patient","357"
"expect diagnose particular issue treat good","358"
"need understand oral health explain inform","359"
"trust decision treatment option want proper referral need","360"
"future dentist realize high bar raise much conscious effort need make ensure meet patient expectation","361"
"want understand appreciate case different can cater know specific need future patient","362"
"clinic last month already see change treat speak patient","363"
"differnt demeanor talk patient assistant way nyucd handle patient care teach us establish trustworthy relationship patient can say chairside manner definitely change","364"
"have take handful ethic diversity behavior course literally hate","365"
"think huge waste time","366"
"get clinic realize helpful necessary course teach us much professional establish solid doctorpatient relationship","367"
"ive great experience far clinic able communicate patient lot due class deem useless","368"
"find think back learn can implement patient care","369"
"professionalism skill improve much hope continue improve","370"
"next four year want focus become excellent health care provider","371"
"plan practice skill preclinic clinic also learn establish trust relationship patient","372"
"want work hard great dentist one exemplify passion true dedication career","373"
"ultimately goal specialize pediatric dentistry focus child special need","374"
"realize passion work pediatric dentist see many child autism syndrome severe adhd amongst special need case","375"
"know feel reward help kid many access dental care","376"
"incredibly passionate want career result plan stay active pedo special need organization get involve pediatric outreach nyucd","377"
"ive able stay involve intend now copresident ped","378"
"profession crucial maintain ethical value","379"
"action represent just action whole medical community","380"
"practitioner obligation also patient act ethical manner patient trust oral health wellbeing","381"
"tooth problem simply health problem also affect patient confidence selfesteem facial expression reflect inner feeling","382"
"desire make difference transform someones life spark motivation pursue career dentistry","383"
"access dental care press issue duty give back community though nyucd outreach program","384"
"great feel continue give back need","385"
"give back community dentist require foundational knowledge clinical skill moral integrity convert professional consider education just investment future lifestyle","386"
"truly believe service dentist rise restore smile reach restore life","387"
"road towards become professional never end one","388"
"think will always find road look towards become good professional yesterday","389"
"word professional contain many principle inside begin 3 year will get live principle every day base","390"
"perceive professional progress putting behind fear trust professional knowledge","391"
"also look forward make consistent incremental improvement goal time management point view provide evidence base dental treatment","392"
"first start clinic even though dental scientific knowledge fear treat patient make really difficult even give inferior alveolar block","393"
"find time fear go away able believe capability dental knowledge","394"
"even though small accomplishment admire laud careful make measure stick success","395"
"think real professional progress dental practitioner come practitioner reflect upon hisher knowledge work try make improvement","396"
"tooth problem simply health problem also affect patient confidence selfesteem facial expression reflect inner feeling","397"
"desire make difference transform someones life spark motivation pursue career dentistry","398"
"access dental care press issue duty give back community though nyucd outreach program","399"
"great feel continue give back need","400"
"give back community dentist require foundational knowledge clinical skill moral integrity convert professional consider education just investment future lifestyle","401"
"truly believe service dentist rise restore smile reach restore life","402"
"ethical professional go hand hand especially field dentistry","403"
"dental profession hold special position trust amongst society","404"
"many time dentistry decision make clear right wrong usually gray area","405"
"five fundamental principle teach follow patient autonomy nonmaleficence beneficence justice veracity","406"
"important abide standard ethic","407"
"numerous intrigue factor interest field dentistry","408"
"include balance scientific knowledge decision make precise execution case patient","409"
"however two thing captivate first enforce importance think outside box able envision new appearance patient","410"
"evident treatment option present patient way case handle different base medical history age current oral condition patient","411"
"secondly importance use perceptual hand ability fulfill treatment plan","412"
"pursue career dentistry will give opportunity use knowledge talent field leave feel accomplish","413"
"clinic begin professionalism become significant begin see patient different background race sex age etc","414"
"important way act inside good outside clinic","415"
"patient view us professional way present important us build trust relationship","416"
"numerous intrigue factor interest field dentistry","417"
"include balance scientific knowledge decision make precise execution case patient","418"
"however two thing captivate first enforce importance think outside box able envision new appearance patient","419"
"evident treatment option present patient way case handle different base medical history age current oral condition patient","420"
"secondly importance use perceptual hand ability fulfill treatment plan","421"
"pursue career dentistry will give opportunity use knowledge talent field leave feel accomplish","422"
"finally complete 2 year dental school start clinic come realize thing learn first two year foundation introduction whats come career","423"
"everything clinic build teach class","424"
"therefore fully competent dentist must build know add new thing learn","425"
"ethical challenge encounter almost daily clinical set","426"
"pressure requirement cees easy put whats good patient aside sometimes remind choose profession","427"
"begin time nyucd hope become competent successful dentist work eventually help other positive role model lastly grow person lead balance life","428"
"certain road towards achieve goal will difficult feel prepare challenge ahead","429"
"next four year will fly hopefully look back time great experience form person","430"
"professional someone master field competent handle curve ball life can throw","431"
"professional hold high standard field society dictate","432"
"master course work clinical skill nycd hope make big leap towards become professional believe become professional life long process end one education","433"
"professional someone master field competent handle curve ball life can throw","434"
"professional hold high standard field society dictate","435"
"master course work clinical skill nycd hope make big leap towards become professional believe become professional life long process end one education","436"
"progress trememdous past year","437"
"ive grow person importantly professional","438"
"great responsibility challenge dentistry come feel capable tackle everything throw way","439"
"begin time nyucd hope become competent successful dentist work eventually help other positive role model lastly grow person lead balance life","440"
"certain road towards achieve goal will difficult feel prepare challenge ahead","441"
"next four year will fly hopefully look back time great experience form person","442"
"ethic moral principle virtue govern character conduct individual","443"
"dental professional ethic moral duty towards patient colleague","444"
"putting patient interest priority explain patient treatment plan treat people without discrimination maintain patient confidentiality truthful communication important aspect ethical behavior health care","445"
"inculcate valueslike courteuos empathic humble towards patient help develop strong rapport patient","446"
"certain instance life play important role shape future","447"
"fascination towards dentistry begin teenager see grandmother great agony due toothache","448"
"take dentist examine diagnose caries involvement tooth","449"
"prescribe medicine carry appropriate treatment","450"
"treatment progress grandmother relieve pain reason dentist appear like magician magical wand bring back smile face","451"
"incident introduce spark motivate pursue career dentistry","452"
"zeal learn access good faculty world nyucd definitely help become good individual professionally personally","453"
"apart empathic trustworthy provider important maintain professional knowledge competence","454"
"comprehensive provider able explain complete treatment plan patient potential convince patient accept","455"
"since patient nyucd different cultural socioeconomic background important understand patient concern regard health availability finance","456"
"figure small detail patient help manage patient good way time patient tend develop respect trust dentist","457"
"professional etiquette one important factor contribute successful healthcare career","458"
"profession involve many personal interaction variety people","459"
"professionalism dentistry establish respectable relationship patient colleague","460"
"health care professional huge responsibility meet patient expectation","461"
"comprehensive provider need put patient interest top respect dignity choice","462"
"journey begin join dental school home country attain degreebds work renowned dentist different field india unite state finally pursue dd nyucd come competent professional admission nyucd work towards get dd degree come competent professional","463"
"year see tremendous progress professional career experience different professional help understand various aspect dentistry emerge trend field","464"
"part research ucla widen horizon knowledge give real insight field research","465"
"also believe become empathic compassionate towards patient able interact comfortably people different ethnicity culture instill sense confidence","466"
"last one year learn lot aspect dentistry patient care behavior management understand patient concern come reasonable diagnosis carry actual treatment patient","467"
"believe next year final year go even challenge stressful definitely help emerge competent health care professional","468"
"enter dental school get undergraduate degree dentistry like dream come true","469"
"ability give people hearty vibrant smile give heal touch pain always fascinate pursue field dentistry","470"
"feel fortunate part nyucd achieve goal competent dentist able learn diverse culture ethnicity","471"
"become absolute good healthcare provider","472"
"say will settle meet benchmark will inspire surpass average","473"
"quote mine first year dental school still hold true change","474"
"however many thing change since time write first personal statement","475"
"start learn exceptional amount didactic continue learn new thing","476"
"result future path redefine","477"
"start dental school extremely interest oral surgery","478"
"interest field still hold although take consideration life goal worklife balance area dentistry become apparent","479"
"field endodontics seem frontrunner","480"
"look back first personal statement change thing like os add list","481"
"instance im still passionate research surgery become specialist now learn incorporate personal goal career goal professional decision","482"
"dental health professional want confident skill clinician take pride provide care patient need keep smile healthy","483"
"give patient good possible service result","484"
"always commit continuous education learn","485"
"truly believe topnotch care deliver warm personalize environment make difference good great dentist therefore want able fuse clinical personal order achieve superior clinical result along longlasting patient relationship","486"
"dentistry science art whose success derive understand patient numb one priority","487"
"become dental professional encompass","488"
"dental health professional think imperative provide exceptional care matter procedure may complete exam clean fullmouth restoration anything","489"
"dental health professional want confident skill clinician take pride provide care patient need keep smile healthy","490"
"give patient good possible service result","491"
"always commit continuous education learn","492"
"truly believe topnotch care deliver warm personalize environment make difference good great dentist therefore want able fuse clinical personal order achieve superior clinical result along longlasting patient relationship","493"
