"Text","doc_id"
"patient begin refer friend family member realize patient faith witness high quality work","47"
"become professional believe take time","48"
"need expose situation need interact professional learn","49"
"believe never stop learn become professional lifelong process","50"
"professional also encompass competency knowledge respect honesty integrity","51"
"become competent take year experience","52"
"learn turn problem solution","53"
"also never stop build knowledge can always improve skill","54"
"always respectful characterize person professional","55"
"honesty integrity believe utmost importance way build trustful relationship","56"
"learn much within past year","57"
"think process become independent practitioner one know operate refer patient","58"
"definitely room grow however believe grow good pace","59"
"hope learn much start residency jamaica hospital","60"
"believe never stop learn continuous process","61"
"come school learn harm patient excel will take year practice commitment","62"
"next four year want grow individual","63"
"want become professional","64"
"around dental field past year work dental office dental assistant","65"
"want transition dental assistant dentist","66"
"hope finish four year nyu will confident ethical doctor","67"
"find important establish trust relationship patient first thing everything good interest patient","68"
"treat patient clinic past year learn approach various situation involve patient make decision treatment dentist guide treatment plan","69"
"ultimately patient decide treatment act health care professional job ensure patient understand side effect potential consequence can arise treatment","70"
"ethical dilemma include respectful accept patient decision even may one good interest patient health","71"
"long decision document patient wellinformed patient can please","72"
"will also put patient desire health oral health personal desire","73"
"will always document procedure important event occur patient visit can legally protect work document future review","74"
"will never discriminate will serve equally regardless ethnicity gender faith sexual orientation etc","75"
"future practice will undoubtedly provide restorative prosthodontic endodontic periodontic treatment patient","76"
"will make sure practice patientcentered care","77"
"will consult health care provider involve treat patient necessary will look literature clinical experience good date way treat patient","78"
"will continue treat patient respect empathy","79"
"will treat ethically take account various cultural identity sensitive understand background experience","80"
"will always put patient health desire personal gain","81"
"will honest patient provide information gather can make inform decision","82"
"strive eventually group practice one two trust colleague can consult necessary learn","83"
"past four year dental school vital become health professional","84"
"learn properly communicate patient gauge expectation effectively show good intention heart","85"
"begin learn business financial aspect health professional especially see impact one insurance can dictate treatment","86"
"plan continue education first year residency continue education attend seminar course will allow keep date late method technology","87"
"will continue assess work challenge even good future","88"
"ultimately professional wish able give patient good care can focus oral health systemic health ensure stable healthy receive dental treatment","89"
"past four year dental school vital become health professional","90"
"learn properly communicate patient gauge expectation effectively show good intention heart","91"
"begin learn business financial aspect health professional especially see impact one insurance can dictate treatment","92"
"plan continue education first year residency continue education attend seminar course will allow keep date late method technology","93"
"will continue assess work challenge even good future","94"
"ultimately professional wish able give patient good care can focus oral health systemic health ensure stable healthy receive dental treatment","95"
"final year dental school enter residency work force grow muchnot term physical ability treat patient also term competence manage patient confidence work ability confidently communicate patient health provider","96"
"learn brainstorm idea colleague faculty complicate treatment plan learn work dental hygienist dental assistant can efficiently provide good care patient","97"
"encounter many struggle learn mistake encounter situation unforeseeable circumstance","98"
"however struggle gain much confidence competence skill treat other","99"
"excite continue career path residency hope learn much patient procedure will encounter residency work autonomous environment","100"
"graduate 4 year dental student will enter professional field will apply ive learn dental school education practice treatment future patient","101"
"will undoubtedly provide restorative prosthodontic endodontic periodontic treatment patient","102"
"will make sure practice patientcentered care","103"
"will consult health care provider involve treat patient necessary will look literature clinical experience good date way treat patient","104"
"will continue treat patient respect empathy","105"
"will treat ethically take account various cultural identity sensitive understand background experience","106"
"will always put patient health desire personal gain","107"
"will honest patient provide information gather can make inform decision","108"
"believe practitioner attitude fundamentally influence patient view health decision make process","109"
"integrity personal standard goal aspiration important factor earn respect peer colleague patient general publicthe public expect health profession behave make decision utmost ethical standard","110"
"important realize ethical dilemma can solve five principle ethic value profession","111"
"five principle ethic include autonomy nonmaleficence beneficence justice veracity","112"
"one must realize principle can compete complement balance","113"
"principle need high standard care avert disciplinary action","114"
"believe good grasp principle ready adhere ethical principle","115"
"fascination dentistry begin age nine mom notice experience slight overbite crowd","116"
"take four year treatment two different orthodontist achieve desire result","117"
"ever since endeavor interest mechanic biology dentistry","118"
"dental student try good experience various facet dentistry","119"
"last year feel accrue much knowledge skill proficient efficient dentist","120"
"result become confident foundational skill require become competent general dentist","121"
"health care professional like become proficient technical skill also effective interpersonal skill","122"
"realize skill require undertake lifelong learn activity improve knowledge competency skill","123"
"look forward new chapter life great eagerness excitement","124"
"believe one important quality dental profession independent proficient job","125"
"word dental professional consistent punctual","126"
"also mean profession proficient practical prowess also dedicate uphold high moral ethical standard","127"
"addition important follow rule regulation prevent nefarious good unintentional harm patient","128"
"however mean one afraid challenge rule question precept","129"
"rather believe important professional actively seek improvement","130"
"can achieve work discuss research issue collaboration professional within field also profession","131"
"believe factor crucial become professional","132"
"believe one important quality dental profession independent proficient job","133"
"word dental professional consistent punctual","134"
"also mean profession proficient practical prowess also dedicate uphold high moral ethical standard","135"
"addition important follow rule regulation prevent nefarious good unintentional harm patient","136"
"however mean one afraid challenge rule question precept","137"
"rather believe important professional actively seek improvement","138"
"can achieve work discuss research issue collaboration professional within field also profession","139"
"believe factor crucial become professional","140"
"clinician strive leader field apply knowledge learn school mentorship research","141"
"ensure go competent clinician maintain excellent academic record consistently rank top ten percent class","142"
"order explore interest various aspect dentistry assist shadow resident good treat patient need complex treatment range periodontal surgery invisalign treatment","143"
"believe professional demonstrate competency proficiency vocation high ethical standard good personal quality compassion respect empathy","144"
"overall believe ready face challenge graduate","145"
"fascination dentistry begin age nine mom notice experience slight overbite crowd","146"
"take four year treatment two different orthodontist achieve desire result","147"
"ever since endeavor interest mechanic biology dentistry","148"
"dental student try good experience various facet dentistry","149"
"last year feel accrue much knowledge skill proficient efficient dentist","150"
"result become confident foundational skill require become competent general dentist","151"
"health care professional like become proficient technical skill also effective interpersonal skill","152"
"realize skill require undertake lifelong learn activity improve knowledge competency skill","153"
"look forward new chapter life great eagerness excitement","154"
"believe healthcare professional duty provide patient effective treatment know right person patient hesitate relay patient right person","155"
"dental school want always put forth honest effort work take shortcut want make sure really understand teach","156"
"want contribute honest learn environment reach peer may see struggle","157"
"feel like everyone try meet requirement graduate sometimes may tempt away ethic definitely slippery slope go","158"
"end day education progress towards graduation secondary patient care","159"
"dental care provide institution first education 2","160"
"hope work just hard smart produce result necessary multiple option ready graduate","161"
"currently really interest field pediatrics want put position learn much can field","162"
"passion pediatrics grow partake inreach outreach event nyucd want also explore specialty can become wholesome dental knowledge ideal","163"
"really thankful citizen school fully integrate one main outreach club nyucd","164"
"also first dental screening gtp many schedule come","165"
"also track pursue passion pediatrics","166"
"now fully commit become pediatric dentist hope keep explore various area public health dentistry hope integral part career","167"
"next step set san deigo start pediatric residency need continue maintain level excellence","168"
"aside point mention public self reflection portion want become open mind good take criticism will important deal patient good future dental team","169"
"far year good punctual want persist good punctuality weakness mine past","170"
"still feel can organize","171"
"work area still get really messy treatment do sometimes still forget supply need session","172"
"clinical treatment perform still feel comfortable endo crown treatment","173"
"think lose sight patient see overwhelm schedule start learn take step back really work build connection patient new old","174"
"everything wind come term graduation enjoyable clinic","175"
"believe order become professional field dentistry must go beyond know just craft dentistry","176"
"also mean present treat people work","177"
"instance punctuality respect two important aspect patient look dentist aside hisher technical ability","178"
"dentist unorganized difficult make appointment hard patient trust putting oral health","179"
"also even though dentist head hisher practice take cohesive supportive team individual treat dental patient properly","180"
"thus dentist present himherself dental team professional manner will never gain trust","181"
"much change still believe write previously","182"
"one important thing really listen patient concern","183"
"do approach treatment session without open mind sometimes need adapt patient need","184"
"learn today just important know start","185"
"point entirely certain want practice dentistry","186"
"know feel ready graduate dental school will immediately look residency get level competency comfortable practice solo","187"
"want eventually dental practice time try expand","188"
"point think go career practice part time pediatric dentist also explore public health side profession","189"
"think large room grow especially find way target area access dental outreachesscreenings","190"
"hope go pediatric dental residency prepare come practice community dental center clinic serve disadvantage","191"
"late one hope use experience help local community implement public health initiative","192"
"next step set san diego hope integrate residency local community","193"
"hope become competent enough graduate friend peer instructor will fully trust perform dentistry need","194"
"hope maintain passion field walk first class year hopefully expand passion graduate","195"
"want work hard always humble fact never satisfy level competence dentistry","196"
"long keep learn know will competent yesterday competent can tomorrow","197"
"come towards end time nyucd lot goal aspiration meet still within reach","198"
"hope pass thing learn faculty peer wonderful patient 3 year can awesome 4 year time","199"
"important take step back appreciate thankful position wonderful support network put","200"
"always consider ethical person","201"
"strive live life certain way treat other want treat","202"
"time dental school mindset change","203"
"yes easy restoration turn root canal can get endodontic experience still cringe think possibly get exposure patient require either root canal extraction","204"
"one important lesson learn clinic didnt create cavity rather patient hear try remove disease save tooth","205"
"first start clinic feel bad tell patient couldnt restore tooth need come","206"
"still empathy patient situation take heart lesson realize can much help people","207"
"verge graduation mindset think dental professional yet sink also still do think one","208"
"excite honor dr title do think feel different year ago start dental school","209"
"yes learn lot grow lot person always remember parent lesson stay humble grateful everything","210"
"still find weird patient refer dr quick tell call mikemichael instead","211"
"also notice always want get patient interest complex case","212"
"lately find disinterested simple restoration cleaning","213"
"want challenge procedure will expand development interest level","214"
"hope gpr residency will allow pursue interest branch experience much complex interest case possible","215"
"feel like learn much year dental school significantly past year clinic","216"
"feel comfortable diagnose treat patient almost aspect dentistry","217"
"feel confident removable fix prosthodontic skill good restorative albeit limit periodontal ability","218"
"feel confident endodontic skill like much exposure specialty area hope gain gpr","219"
"also feel time clinic peak term thing can learn put practice certain technique procedure core curriculum","220"
"faculty clinic great try teach new thing unfortunately time attempt","221"
"hope continue education learn new tipstricks gpr","222"
"past year finally come end","223"
"crazy think start whole process year ago limit dental knowledge","224"
"know always want dentist didnt really contemplate much work dental school","225"
"remember dr","226"
"spielmans first talk class state dental school marathon sprint","227"
"time have didnt give much think now go year fully understand appreciate talk","228"
"time have have seem like numerous exam lab requirement study never end somehow prevail","229"
"get clinic feel huge weight lift shoulder didnt really worry much study take exam instead get put practice long hour spend bench simulation lab","230"
"excite next phase life development dental professional","231"
"today treat provide first hand care patient almost two year","232"
"recently patient look eye say trust ill think good","233"
"many appreciate hear however actually feel sense burden","234"
"burden make clinically sound decision decision patient expect will long term sustainable solution","235"
"end spectrum decision abide ethic principle value","236"
"patient confide medical health relate matter furthermore ask professional advice regard wellbeing","237"
"something take grant intend uphold great level confidentiality come patient care","238"
"healthcare professional will hold high standard eye public aspect patient care","239"
"day patient encounter learn good realm ethic professionalism","240"
"formal dental education come end know approach begin lifetime learn license dentist","241"
"look forward polish knowledge skill acquire dental school take leap towards autonomy","242"
"look forward provide patient ultimate patient experience good quality care","243"
"officially join dental profession confident experience nyu dentistry prepare good become competent wellrounded clinician always envision","244"
"term professional throw around lot everyday conversation","245"
"may declare someone professional hockey player professional stone carver","246"
"word professional carry value sense high standard","247"
"hear word dental professional imagine someone look upon general public trust figure provide utmost quality care treatment","248"
"short two month graduation word education ethic professionalism become salient treat patient","249"
"build trust professional relationship patient personally satisfy aspect practice dentistry","250"
"elevate patient interaction next level provide treatment manage patient oral health offer utmost gratification","251"
"indeed great privilege trust individual society look upon symbol oveall wellbeing","252"
"term professional throw around lot everyday conversation","253"
"may declare someone professional hockey player professional stone carver","254"
"word professional carry value sense high standard","255"
"hear word dental professional imagine someone look upon general public trust figure provide utmost quality care treatment","256"
"short two month graduation word education ethic professionalism become salient treat patient","257"
"build trust professional relationship patient personally satisfy aspect practice dentistry","258"
"elevate patient interaction next level provide treatment manage patient oral health offer utmost gratification","259"
"indeed great privilege trust individual society look upon symbol oveall wellbeing","260"
"someone tell start dental school dental school change","261"
"change way communicate change way present change way view peer","262"
"think back first semester dental school person now can undeniable admit indeed change","263"
"get good putting other shoe walk mile","264"
"become aware say say perceive patient around","265"
"develop professional relationship colleague faculty mentor","266"
"look forward graduation now ever feel mature healthcare professional ready fulfill role real world","267"
"plan remain malleable continue mold new experience practice dentist","268"
"formal dental education come end know approach begin lifetime learn license dentist","269"
"look forward polish knowledge skill acquire dental school take leap towards autonomy","270"
"look forward provide patient ultimate patient experience good quality care","271"
"officially join dental profession confident experience nyu dentistry prepare good become competent wellrounded clinician always envision","272"
"dental student encounter many ethical situation","273"
"course clinic situation witness range student work specific faculty will work speak whether seriously intentionally pulp tooth adjust cast pour instead call patient back","274"
"situation range ethical severity one help think small ethical transgression can probably will lead great ethical transgression","275"
"opinion culture class school time perception production matter education serve reinforce ethical slight","276"
"school learn great deal regard dentistry however will take ethical disposition develop","277"
"view hear ethical situation know heart deem good bad","278"
"anything one important thing learn dental school","279"
"initial desire pursue omfs begin graduate school","280"
"stem cell course become fascinate hematological disease manifest head neck","281"
"complex mechanism disease affect human body stimulate intellectual curiosity","282"
"enter dental school begin attend morning round shadow dentoalveolar surgery expose specialty","283"
"successfully apply class representative omfs society pass year take great responsibility promote journal club prepare lecture presentation","284"
"now president charge lead large student organization dental school","285"
"refine leadership skill take responsibility look forward continue professional development surgical resident become leader medicine","286"
"envision academic set treat critically ill complex patient","287"
"undergraduate master dental school gravitate towards translational research","288"
"dental school project have print manufacture expose future facial reconstruction will bring","289"
"think truly fascinate scientific discovery learn lab can translate towards improve patient care","290"
"also strong interest teach","291"
"tutor need find way come creative way deliver difficult concept","292"
"conscious disease accident traumatic event encounter will deeply affect patient aspire involve improve protocol clinic hospital broad healthcare policy will dictate direction specialty take year come","293"
"envision academic set treat critically ill complex patient","294"
"undergraduate master dental school gravitate towards translational research","295"
"dental school project have print manufacture expose future facial reconstruction will bring","296"
"think truly fascinate scientific discovery learn lab can translate towards improve patient care","297"
"also strong interest teach","298"
"tutor need find way come creative way deliver difficult concept","299"
"conscious disease accident traumatic event encounter will deeply affect patient aspire involve improve protocol clinic hospital broad healthcare policy will dictate direction specialty take year come","300"
"last four year go various externship program give insight different aspect omfs","301"
"program unique strength difference amaze different program","302"
"experience expose three aspect surgery solidify decision omfs right choice surgical problem surgical patient surgeon characteristic","303"
"problem patient difficult complex unique","304"
"procedure participate perform extraction clinic observe surgical case provide immense sense exhilaration satisfaction","305"
"reflect last ten year life see many decision make lead towards career omfs","306"
"like part program will strengthen professional development broaden medical knowledge grant autonomy think independently clinician surgeon","307"
"initial desire pursue omfs begin graduate school","308"
"stem cell course become fascinate hematological disease manifest head neck","309"
"complex mechanism disease affect human body stimulate intellectual curiosity","310"
"enter dental school begin attend morning round shadow dentoalveolar surgery expose specialty","311"
"successfully apply class representative omfs society pass year take great responsibility promote journal club prepare lecture presentation","312"
"now president charge lead large student organization dental school","313"
"refine leadership skill take responsibility look forward continue professional development surgical resident become leader medicine","314"
"ethic define moral principle govern person group behavior","315"
"become dentist hold high standard ethic position power","316"
"people trust belief help take advantage situation","317"
"will dentist respect know excellent work do ethical criterion","318"
"believe four principle healthcare ethic autonomy beneficence nonmaleficence justice","319"
"strive always honest straightforward respect right patient","320"
"furthermore will communicate patient way enable empower make inform decision","321"
"will strive achieve high quality effectiveness dignity process product professional work","322"
"dentistry creative independent field","323"
"flexible profession allow pursue dental relate interest outside work group office","324"
"future goal dentistry include volunteer program help underserved community us povertystricken area throughout world dental care readily available","325"
"new york university college dentistry one good school facilitate goal many program serve underserved community","326"
"furthermore nyucd diverse patient population allow interact people different socioeconomic background","327"
"dentist wish gradually become cherish counselor confidant","328"
"realize personal contact integrate within dentistry permit unique interaction people diverse age culture background","329"
"become dentist give lot opportunity really want career","330"
"career will always able help people need service","331"
"due success preventive dentistry reduce oral incident can see lot elderly people keep tooth long realize importance regular dental care service","332"
"mean demand dental care will continue grow dentist need","333"
"career excite due fact every day get help people different background walk life","334"
"moreover career go opportunity one thing really love help other give back community","335"
"career will let teach good habit good health","336"
"will also let educate patient good general public achieve oral health prevent disease","337"
"become dentist give lot opportunity really want career","338"
"career will always able help people need service","339"
"due success preventive dentistry reduce oral incident can see lot elderly people keep tooth long realize importance regular dental care service","340"
"mean demand dental care will continue grow dentist need","341"
"career excite due fact every day get help people different background walk life","342"
"moreover career go opportunity one thing really love help other give back community","343"
"career will let teach good habit good health","344"
"will also let educate patient good general public achieve oral health prevent disease","345"
"shortterm goal graduate new york university college dentistry year residency hospital","346"
"long run intend work group practice spend time global outreach","347"
"professional development goal reside soul since come contact dentistry first time","348"
"dental student learn dentistry play crucial role healthcare field","349"
"learn every part body affect body whole","350"
"capability communicate cooperate team member surmount obstacle hardworking perseverance help provide patient good care can give","351"
"vow continually learn different innovative technique provide evidence base dentistry care patient","352"
"dentistry creative independent field","353"
"flexible profession allow pursue dental relate interest outside work group office","354"
"future goal dentistry include volunteer program help underserved community us povertystricken area throughout world dental care readily available","355"
"new york university college dentistry one good school facilitate goal many program serve underserved community","356"
"furthermore nyucd diverse patient population allow interact people different socioeconomic background","357"
"dentist wish gradually become cherish counselor confidant","358"
"realize personal contact integrate within dentistry permit unique interaction people diverse age culture background","359"
"want dentist patient can rely","360"
"see multiple instance dentist depict unethical professional medium hope can one many dentist can change negative perspective society","361"
"dentistry long simply involve treat symptom patient","362"
"require comprehensive plan prevention management oral health every step procedure diagnosis treatment must execute patient good interest","363"
"stay ethical harm patient oral health career","364"
"want good job want make sure patient feel comfortable whenever step office","365"
"do want someone doesnt seem reliable work personality","366"
"will also try ethical possible office outside good make positive impact inside outside dental chair","367"
"quite journey last four year nyucd","368"
"still remember excitement start school have grateful start career dentist","369"
"first start clinic still student practitioner see patient develop knowledge skill dentistry","370"
"try promote dental health patient provide preventive dental education try selfassess work objectively possible assure provide quality dental care","371"
"feel competent see patient dental chair thankful good prepare experience school","372"
"hope continue strive dentist can make impact patient oral health provide dental care humble heart","373"
"become professional lot responsibility","374"
"long keep grade requirement","375"
"every encounter patient every treatment provide will become part career","376"
"month society will see us dental practitioner legal privilege treat general public","377"
"much just drill fill dentistry","378"
"become professional require attain appropriate knowledge skill also apply one know accordingly different situation","379"
"dentistry one area practitioner continue education life always new information technology will change treatment plan","380"
"become aware sensitive dentistry will lifelong education want build profession comprehensive competent dentist can positively affect patient wellbeing","381"
"become professional lot responsibility","382"
"long keep grade requirement","383"
"every encounter patient every treatment provide will become part career","384"
"month society will see us dental practitioner legal privilege treat general public","385"
"much just drill fill dentistry","386"
"become professional require attain appropriate knowledge skill also apply one know accordingly different situation","387"
"dentistry one area practitioner continue education life always new information technology will change treatment plan","388"
"become aware sensitive dentistry will lifelong education want build profession comprehensive competent dentist can positively affect patient wellbeing","389"
"last month dental school cant wait go real world dentistry","390"
"instance make feel need learn expect graduate month feel confident skill knowledge dentistry","391"
"last semester pass board exam polish clinical skill realize much improve year","392"
"perform invasive procedure comfortable discuss treatment option patient rather seamless day","393"
"hope learn aspect dentistry can provide comprehensive dental care patient","394"
"quite journey last four year nyucd","395"
"still remember excitement start school have grateful start career dentist","396"
"first start clinic still student practitioner see patient develop knowledge skill dentistry","397"
"try promote dental health patient provide preventive dental education try selfassess work objectively possible assure provide quality dental care","398"
"feel competent see patient dental chair thankful good prepare experience school","399"
"hope continue strive dentist can make impact patient oral health provide dental care humble heart","400"
"dentist interest profession","401"
"many way can irresponsible patient deliver subpar performance task weve task perform","402"
"example can choose ignore place bond agent let patient come back year fill come blame patient bite make","403"
"many way dentist can unethical believe dental school must select people ethical within able adhere different principle ethic","404"
"practice benefit patient protect right also protect dentist law suit thing go south","405"
"year pass time really fly still remember night receive invitation morning get accept nyu dental school","406"
"time think journey end finally enter dental school now realize journey just begin","407"
"amaze reflect past year much ive learn much ive grow knowledge dentist also person","408"
"study big apple really toughen face difficulty life learn face like man","409"
"certain ive learn nyu dental school will help dental career also life general","410"
"professional","411"
"professional people good certain thing","412"
"professional people go encounter problem cant solve seek help individual","413"
"dentist people go issue tooth","414"
"professional bind many rule regulation help people solve problem","415"
"think occupation come great power also come great responsibility","416"
"important dentist understand public see us merely job also important know public bestow extreme amount responsibility take care health","417"
"professional","418"
"professional people good certain thing","419"
"professional people go encounter problem cant solve seek help individual","420"
"dentist people go issue tooth","421"
"professional bind many rule regulation help people solve problem","422"
"think occupation come great power also come great responsibility","423"
"important dentist understand public see us merely job also important know public bestow extreme amount responsibility take care health","424"
"professional patient look us seek answer problem","425"
"thus important know communication sometimes critical aspect successful clinician","426"
"must always ready answer patient concern question health able come comfort reaction pacify patient let understand whatever suggest may sound like choice take must good choice consider card theyre deal","427"
"professional sometimes doesnt mean listen whatever patient want know give answer will accept bat rather answer professional true code ethic practical patient good","428"
"year pass time really fly still remember night receive invitation morning get accept nyu dental school","429"
"time think journey end finally enter dental school now realize journey just begin","430"
"amaze reflect past year much ive learn much ive grow knowledge dentist also person","431"
"study big apple really toughen face difficulty life learn face like man","432"
"certain ive learn nyu dental school will help dental career also life general","433"
"ethical value unique dental professional dentist special role community participate","434"
"dentist form trust relationship patient community therefore powerful position socially ethically","435"
"empower position may serve struggle point many professional give sense entitlement limitless boundary","436"
"think important dental professional remember motivate enter field first place promote preventative oral healthcare good treat oral issue stay within ethical boundary ensure optimal health patient","437"
"good every day stay focus provide optimal oral healthcare try treat patient way treat family member","438"
"way guarantee ethical value everything","439"
"junior year college opportunity go medical brigade honduras work doctor dentist oral surgeon","440"
"brigade want orthopedist experience honduras know want dentist","441"
"premed major sculpture minor attain skill necessary succeed excel dental school","442"
"almost every day dental school thus far remind decision make become dentist rather orthopedist","443"
"grateful choice make couldnt imagine career","444"
"almost year dental school opportunity work variety challenge diverse dental case feel ready begin practice outside dental school","445"
"look forward opportunity can lead dental brigade inspire student pursue career dentistry find experience extremely reward","446"
"year dental school year practice dental student feel confident clinical diagnostic ability will able accurately assess treat wide variety patient","447"
"still know limitation eager continue education clinical experience beyond dental school","448"
"learn hard skill require density nyucd also learn soft skill effectively communicate patient make feel confident comfortable care provide","449"
"feel prepare diagnose treat wide variety patient wide variety dental oral issue exit nyucd join navy","450"
"able give patient numb treatment option make feel integrate treatment plan","451"
"will continuously learn expose dynamic everchanging oral health care system diagnosis treatment will reflect change throughout career","452"
"year dental school year practice dental student feel confident clinical diagnostic ability will able accurately assess treat wide variety patient","453"
"still know limitation eager continue education clinical experience beyond dental school","454"
"learn hard skill require density nyucd also learn soft skill effectively communicate patient make feel confident comfortable care provide","455"
"feel prepare diagnose treat wide variety patient wide variety dental oral issue exit nyucd join navy","456"
"able give patient numb treatment option make feel integrate treatment plan","457"
"will continuously learn expose dynamic everchanging oral health care system diagnosis treatment will reflect change throughout career","458"
"ive work entire life prepare become respect healthcare professional","459"
"study hard elementary school get gate class junior high excel junior high ensure take ap class high school","460"
"graduate top high school study excellent college","461"
"graduate usc honor make sure study one top dental school unite state","462"
"nyucd develop tool necessary become respect oral health care profession","463"
"seek gain numerous experience nyu participate two honor program oral facial pain periodontics","464"
"excite future store know nyucd provide skill become great general dentist pursue education specialty program","465"
"will continue self reflect throughout career hope continually better","466"
"junior year college opportunity go medical brigade honduras work doctor dentist oral surgeon","467"
"brigade want orthopedist experience honduras know want dentist","468"
"premed major sculpture minor attain skill necessary succeed excel dental school","469"
"almost year dental school opportunity work variety challenge diverse dental case feel ready begin practice outside dental school","470"
"look forward opportunity can lead dental brigade inspire student pursue career dentistry find experience extremely reward","471"
"ethic play key role profession dentistry especially work team patient responsible","472"
"important learn experience class really take ethical area profession","473"
"approach graduation many course ethic believe responsibility know right wrong","474"
"patient put trust us duty uphold moral ethical standard come diagnosis treatment overall patient care","475"
"goal next year beyond become competent dentist also person extremely professional approachable","476"
"want master skill take complete dental school become dentist confident efficient","477"
"want use knowledge skill learn career either orthodontics endodontics","478"
"want work hard can hope become competent professional patient go count","479"
"want able extremely professional learn successful practice","480"
"have come realize lot change since first year","481"
"come dental school want pursue career orthodontics experience clinic realize enjoy general dentistry","482"
"fact get something different every day intrigue believe path","483"
"excite education knowledge next year gpr program hope gain experience will help become competent dental professional","484"
"believe can professional also think lot learn little detail make even competent professional","485"
"day pass think become professional try handle thing good way day","486"
"look today have can see lot change","487"
"gain confidence even intraoral exam","488"
"learn manage time make sure always keep patient mind","489"
"look keep go good become competent new patient encounter","490"
"think become professional take time lot go","491"
"know professional way another take just learn craft profession","492"
"become professional need skill ethical value necessary healthcare provider","493"
"experience dental school hope gain knowledge will make good professional","494"
"approach graduation learn take many thing become competent professional important able communicate patient","495"
"encounter different patient believe learn care patient professional manner take patient comfort account good","496"
"also aware day time learn something new opportunity grow professional","497"
"compare have feel like gain lot knowledge","498"
"learn new thing dental field believe help become good professional","499"
"now complete 3 year aware necessity thing learn previous year","500"
