"Text","doc_id"
"look forward develop knowledge skill necessary assure patient receive good quality care","108"
"throughout next year envision mold competent healthcare provider","109"
"hope build professional relationship colleague faculty","110"
"time nyucd opportunity good prepare demand dentistry need patient","111"
"dentistry evolve field excite part will offer near come future","112"
"will likely run many instance make decision base ethical value","113"
"hear dentist prep tooth need prep late recommend rct crown even implant","114"
"economically speak efficient way make profit","115"
"one tooth can potentially make thousand dollar","116"
"thats im","117"
"ultimate goal practice underserved country maintain office state can provide resource help need","118"
"order achieve evaluate action constantly wont fall temptation many unethical dentist fall","119"
"last two year dental school difficult time life","120"
"relationship problem right get feel like go downhill regardless go school","121"
"first year think less try hard keep school","122"
"2 year start depressive thought flip switch turn massive anxiety","123"
"cause still clear really hate mentally weak","124"
"honestly think never vulnerable entire life","125"
"put study last minute grade reflect unstable mental state","126"
"dream oral surgeon since th grade high school somehow feel lose sudden","127"
"thankfully still pass 2 year now im clinic","128"
"deal patient listen story eyeopening experience help realize","129"
"time feel clueless go","130"
"definitely something want professional","131"
"think thing come future feel little overwhelm","132"
"will start practice","133"
"will even able graduate without problem","134"
"question like constantly bother mind even spend month clinic can see adapt environment","135"
"yes still competent believe can get good","136"
"do want just dentist","137"
"want patient friend counselor someone can fully trust","138"
"want change perspective general public towards dentist first train competent","139"
"hope next two year gain confidence treat patient gentle heart","140"
"start see patient realize unprepared","141"
"even though learn thing know dentist feel like sometimes provide comprehensive care patient","142"
"deal patient change perspective dentistry now board exam come responsibility inside want know much possible become competent dentist","143"
"day patient come benign prostate hyperplasia able conversation disease medication associate disease","144"
"idea patient talk appear nothing untrustworthy student","145"
"still lot learn now feel grow responsibility will strive competent professional patient can trust","146"
"start clinic sense professionalism grow","147"
"get lab work sign faculty anymore","148"
"work do patient mouth can see try good good job patient","149"
"even though may see exactly mouth feel oblige procedure good ability","150"
"do restorative procedure clinic get expose case will feel competent","151"
"last two year nyucd learn take dentist","152"
"definitely initially expect back back exam lab require numerous work almost feel like ive become different person now","153"
"along knowledge gain able cope stress","154"
"start clinic start feel like im actually journey become dentist","155"
"didnt think find fun deal patient","156"
"guess worth end dig note last two year feel responsible knowledge maintain","157"
"become ethical one must first able know right wrong","158"
"know right wrong one must understand appropriate action follow determination","159"
"take knowledge experience courage become truly ethical aspire become great dentist deliver future patient","160"
"definitely learn lot ethical work dentist require","161"
"just many way cut corner dentistry ethic can become critical issue entire system health care delivery","162"
"look back write year ago find surprisingly also feel way dentist can mistreat patient begin sometimes hard judge right wrong deadline expectation","163"
"somehow feel like treat patient good way really let patient like will good accommodate whatever treatment youre whether delay whatever","164"
"young scare go dentist fearful","165"
"grow learn world understand danger real fear just illusion create spontaneously help overcome obstacle","166"
"interest fear aspect dentistry love spend next four year nyucd study dentistry perfect clinical skill also learn properly manage other good fear","167"
"now year pass really learn lot especially upon enter clinic","168"
"learn deal kind pressure patient faculty clinic personnel learn provide good outcome everyone satisfy","169"
"think graduate nyu will competent work real world love experience everyday learn much hand work","170"
"become professional reflection front peer also reflection front patient","171"
"someday can talk patient guide treatment way learn school especially ethic class maybe will professional","172"
"think many way really harm mistreat patient due kind factor pressure lab patient family etc","173"
"think professionalism find way really provide good outcome patient benefit good patient compromise much","174"
"professionalism really stress school think definitely effect student body","175"
"time come move clinic sure will time mature progress term professionalism","176"
"now enter clinic think really important observe patient like professional dentist lecture constantly just want someone professional work","177"
"theres big difference think really affect patient mood good","178"
"still remember personal statement dental school application write story little boy frighten go dentist","179"
"year late little boy grow man start learn knowledge require become competent dentist","180"
"wish four year school can step nyucd confident treat patient grow become respect compassionate dentist like parent admire aspire year pass learn much didactic course now finally real deal","181"
"really hope graduate nyu wouldnt anxious night treat patient haha","182"
"ethical value unique dental professional dentist special role community participate","183"
"dentist form trust relationship patient community therefore powerful position socially ethically","184"
"empower position may serve struggle point many professional give sense entitlement limitless boundary","185"
"think important dental professional remember motivate enter field first place promote preventative oral healthcare good treat oral issue stay within ethical boundary ensure optimal health patient","186"
"junior year college opportunity go medical brigade honduras work doctor dentist oral surgeon","187"
"brigade want orthopedist experience honduras know want dentist","188"
"premed major sculpture minor attain skill necessary succeed excel dental school","189"
"within next four year want feel confident enough clinical diagnostic ability will able accurately assess treat wide variety patient","190"
"want develop language patient educational understandable help make patient feel part treatment plan","191"
"want prepare diagnose treat wide variety patient wide variety dental oral issue exit nyucd four year","192"
"want ability give patient numb treatment option make feel integrate treatment plan","193"
"expect will continuously learn expose dynamic everchanging oral health care system diagnosis treatment will reflect change throughout career","194"
"within next four year want feel confident enough clinical diagnostic ability will able accurately assess treat wide variety patient","195"
"want develop language patient educational understandable help make patient feel part treatment plan","196"
"want prepare diagnose treat wide variety patient wide variety dental oral issue exit nyucd four year","197"
"want ability give patient numb treatment option make feel integrate treatment plan","198"
"expect will continuously learn expose dynamic everchanging oral health care system diagnosis treatment will reflect change throughout career","199"
"ive work entire life prepare become respect healthcare professional","200"
"study hard elementary school get gate class junior high excel junior high ensure take ap class high school","201"
"graduate top high school study excellent college","202"
"graduate usc honor make sure study one top dental school unite state","203"
"now nyucd tool necessary become respect oral health care professional","204"
"junior year college opportunity go medical brigade honduras work doctor dentist oral surgeon","205"
"brigade want orthopedist experience honduras know want dentist","206"
"premed major sculpture minor attain skill necessary succeed excel dental school","207"
"goal next year beyond become competent dentist also person extremely professional approachable","208"
"want master skill take complete dental school become dentist confident efficient","209"
"want use knowledge skill learn career either orthodontics endodontics","210"
"want work hard can hope become competent professional patient go count","211"
"want able extremely professional learn successful practice","212"
"compare have feel like gain lot knowledge","213"
"learn new thing dental field help become good professional","214"
"now just begin 3 year enter clinic become aware necessity thing learn previous year","215"
"feel comfortable perform certain procedure hope learn various technique finding year come","216"
"dentist opinion someone will use knowledge skill moral code provide good care patient","217"
"goal next year beyond become competent dentist also person extremely professional approachable","218"
"want master skill take complete dental school become dentist confident efficient","219"
"want use knowledge skill learn career either orthodontics endodontics","220"
"hope experience nyu college dentistry mold competent dental professional can provide utmost care patient","221"
"hope remain empathetic patient build strong interpersonnal skill can allow patient trust work","222"
"experience hope improve hand skill provide excellent quality care","223"
"become professional just dd title","224"
"go beyond workplace public reflection individual society","225"
"recognize individual hold high standard action reflect upon dental profession entity","226"
"reason respect one self respect profession","227"
"professional individual practice profession workplace profession way life","228"
"follow set role ethic will oblige betterment community","229"
"continue education feel learn every course every obstacle whether big small","230"
"interaction patient teach word statement ask question order extract important information patient importantly important communicate patient","231"
"hope acquire knowledge become dental practitioner also gain skill set will allow become competent professional","232"
"furthermore like grow ethical individual able provide care community use acquire knowledge dental field","233"
"hope continue education post dental school stay current approach","234"
NA,"235"
"truly believe work ethic determination good next four year will allow become successful dentist","236"
"need keep remind next year ultimate goal","237"
"extremely interest orthodontics hope build connection need able eventually specialize","238"
"clinic experience patient first time realize importance professionalism","239"
"gain trust respect patient invaluable trait will helpful make remainder treatment go smoothly","240"
"watch professional mannerism faculty around speak patient learn progress role healthcare practitioner hope continue become good","241"
"become professional go hand hand dentist","242"
"see professionalism dentist give patient confidence put health care hand allow strong patientdoctor relationship form","243"
"hope become competent professional build strong network professional health care field optimize treatment patient give confidence refer patient someone relationship","244"
"believe make immense progress professional since enter dental school","245"
"come straight year undergraduate college young compare rest class little professional experience","246"
"learn lot take part team healthcare professional present patient colleague trust care give","247"
"know lot room grow will develop even complete rest dental school","248"
"person smile arguably important feature","249"
"way express happiness show kindness ability improve one even someone elses mood","250"
"believe dentist give someone confidence great smile highly reward satisfy job hope become competent next four year","251"
"include complete course work also push study learn outside boundary curriculum become health care professional able cooperate coordinate other","252"
"one thing learn dental school get put want put good effort","253"
"hope become dentist influence large confine office highly involve local regional outreach program","254"
"edit complete year dental school new goal remain time become confident treatment provide patient","255"
"like able create complete treatment plan complete confidence good available option patient","256"
"ethic play large role dentistry everyday life","257"
"come patient care ethical situation come time","258"
"example patient like get particular procedure do know fail numb reason good stick professional judgement procedure rather try please patient","259"
"notice patient really try pressure something may want pressure make procedure go fast important us take time follow step avoid make possible mistake","260"
"end day follow believe ethical able sleep good night","261"
"still try figure exactly like become dentist","262"
"think pediatric dentistry since spend much time work kid think solely work kid may difficult especially parent try protective see child possibly pain","263"
"also think oral surgery im sure want school addition six year dental school","264"
"now currently think go orthodontics periodontics cant see satisfy general dentist","265"
"also think go academia teach dental school graduate however now think like practice","266"
"apply periodontics honor program hope get accept assess whether believe will good fit","267"
"although come long way since have still way go get need","268"
"make progress come class ii restoration need lot practice guidance procedure root canal therapy good fix removable prosthodontics","269"
"havent many patient experience yet feel though start get little good communicate need get do","270"
"still trouble patient try pressure get upset hear get tooth extract slowly try progress patient care aspect","271"
"originally decide want become dentist think want either become pediatric dentist oral surgeon","272"
"go master degree biomolecular science begin think academic side dentistry profession","273"
"enjoy research learn certain signal pathway can affect tooth development investigate role hedgehog signal regulate proliferation development tooth zebrafish","274"
"research may want dental school end become professor oral cancer treatment","275"
"mostly lean towards practice dentistry profession want keep option open regard career academia","276"
"hope continue learn specialty able good decide will good match","277"
"many patient present clinic terrible past experience dentist","278"
"feel cheat like didnt matter mouth source income","279"
"bother mentality dental professional","280"
"current future practice hope provide patient comprehensive care establish treatment plan patient","281"
"think important stand ethically morally right just drill fill send patient home","282"
"im huge believer preventative care want make sure embody practice","283"
"currently im try establish fundamental set rule will personally follow throughout dental school rest career encompass ethic professionalism good dental care patient","284"
"next four year want focus become excellent health care provider","285"
"plan practice skill preclinic clinic also learn establish trust relationship patient","286"
"want work hard great dentist one exemplify passion true dedication career","287"
"ultimately goal specialize pediatric dentistry focus child special need","288"
"realize passion work pediatric dentist see many child autism syndrome severe adhd amongst special need case","289"
"know feel reward help kid many access dental care","290"
"incredibly passionate want career result plan stay active pedo special need organization get involve pediatric outreach nyucd","291"
"work health care professional come many expectation especially patient","292"
"expect diagnose particular issue treat good","293"
"need understand oral health explain inform","294"
"trust decision treatment option want proper referral need","295"
"future dentist realize high bar raise much conscious effort need make ensure meet patient ’ s expectation","296"
"want understand appreciate case different can cater know specific need future patient","297"
"ive notice faculty opinion handle particular case good work one person research establish one game plan can relay patient full confidence","298"
"able justify one procedure another important patient know knowledgable can trust","299"
"work health care professional come many expectation especially patient","300"
"expect diagnose particular issue treat good","301"
"need understand oral health explain inform","302"
"trust decision treatment option want proper referral need","303"
"future dentist realize high bar raise much conscious effort need make ensure meet patient ’ s expectation","304"
"want understand appreciate case different can cater know specific need future patient","305"
"clinic last month already see change treat speak patient","306"
"differnt demeanor talk patient assistant way nyucd handle patient care teach us establish trustworthy relationship patient can say chairside manner definitely change","307"
"have take handful ethic diversity behavior course literally hate","308"
"think huge waste time","309"
"get clinic realize helpful necessary course teach us much professional establish solid doctorpatient relationship","310"
"ive great experience far clinic able communicate patient lot due class deem useless","311"
"find think back learn can implement patient care","312"
"professionalism skill improve much hope continue improve","313"
"next four year want focus become excellent health care provider","314"
"plan practice skill preclinic clinic also learn establish trust relationship patient","315"
"want work hard great dentist one exemplify passion true dedication career","316"
"ultimately goal specialize pediatric dentistry focus child special need","317"
"realize passion work pediatric dentist see many child autism syndrome severe adhd amongst special need case","318"
"know feel reward help kid many access dental care","319"
"incredibly passionate want career result plan stay active pedo special need organization get involve pediatric outreach nyucd","320"
"road towards become professional never end one","321"
"think will always find road look towards become good professional yesterday","322"
"word professional contain many principle inside begin 3 year will get live principle every day base","323"
"road towards become professional never end one","324"
"think will always find road look towards become good professional yesterday","325"
"word professional contain many principle inside begin 3 year will get live principle every day base","326"
"ethical professional go hand hand especially field dentistry","327"
"dental profession hold special position trust amongst society","328"
"many time dentistry decision make clear right wrong usually gray area","329"
"five fundamental principle teach follow patient autonomy nonmaleficence beneficence justice veracity","330"
"important abide standard ethic","331"
"numerous intrigue factor interest field dentistry","332"
"include balance scientific knowledge decision make precise execution case patient","333"
"however two thing captivate first enforce importance “ think outside box ” able envision new appearance patient","334"
"evident treatment option present patient way case handle different base medical history age current oral condition patient","335"
"secondly importance use perceptual hand ability fulfill treatment plan","336"
"pursue career dentistry will give opportunity use knowledge talent field leave feel accomplish","337"
"clinic begin professionalism become significant begin see patient different background race sex age etc","338"
"important way act inside good outside clinic","339"
"patient view us professional way present important us build trust relationship","340"
"clinic begin professionalism become significant begin see patient different background race sex age etc","341"
"important way act inside good outside clinic","342"
"patient view us professional way present important us build trust relationship","343"
"finish 2 year dental school recently enter clinic completely different environment dynamic first two year","344"
"instead worry meet grade now meet patient expectation able provide good optimal care","345"
"important learn previous mistake commit","346"
"unlike make mistake lab can always redo work now patient option return find different provider","347"
"therefore important minimize mistake able learn make one","348"
"numerous intrigue factor interest field dentistry","349"
"include balance scientific knowledge decision make precise execution case patient","350"
"however two thing captivate first enforce importance “ think outside box ” able envision new appearance patient","351"
"evident treatment option present patient way case handle different base medical history age current oral condition patient","352"
"secondly importance use perceptual hand ability fulfill treatment plan","353"
"pursue career dentistry will give opportunity use knowledge talent field leave feel accomplish","354"
"finally complete 2 year dental school start clinic come realize thing learn first two year foundation introduction whats come career","355"
"everything clinic build teach class","356"
"therefore fully competent dentist must build know add new thing learn","357"
"progress trememdous past year","358"
"ive grow person importantly professional","359"
"great responsibility challenge dentistry come feel capable tackle everything throw way","360"
"begin time nyucd hope become competent successful dentist work eventually help other positive role model lastly grow person lead balance life","361"
"certain road towards achieve goal will difficult feel prepare challenge ahead","362"
"next four year will fly hopefully look back time great experience form person","363"
"ethic moral principle virtue govern character conduct individual","364"
"dental professional ethic moral duty towards patient colleague","365"
"putting patient interest priority explain patient treatment plan treat people without discrimination maintain patient confidentiality truthful communication important aspect ethical behavior health care","366"
"inculcate valueslike courteuos empathic humble towards patient help develop strong rapport patient","367"
"certain instance life play important role shape future","368"
"fascination towards dentistry begin teenager see grandmother great agony due toothache","369"
"take dentist examine diagnose caries involvement tooth","370"
"prescribe medicine carry appropriate treatment","371"
"treatment progress grandmother relieve pain reason dentist appear like magician magical wand bring back smile face","372"
"incident introduce spark motivate pursue career dentistry","373"
"zeal learn access good faculty world nyucd definitely help become good individual professionally personally","374"
"apart empathic trustworthy provider important maintain professional knowledge competence","375"
"comprehensive provider able explain complete treatment plan patient potential convince patient accept","376"
"since patient nyucd different cultural socioeconomic background important understand patient concern regard health availability finance","377"
"figure small detail patient help manage patient good way time patient tend develop respect trust dentist","378"
"professional etiquette one important factor contribute successful healthcare career","379"
"profession involve many personal interaction variety people","380"
"professionalism dentistry establish respectable relationship patient colleague","381"
"health care professional huge responsibility meet patient expectation","382"
"comprehensive provider need put patient interest top respect dignity choice","383"
"journey begin join dental school home country attain degreebds work renowned dentist different field india unite state finally pursue dd nyucd come competent professional admission nyucd work towards get dd degree come competent professional","384"
"year see tremendous progress professional career experience different professional help understand various aspect dentistry emerge trend field","385"
"part research ucla widen horizon knowledge give real insight field research","386"
"also believe become empathic compassionate towards patient able interact comfortably people different ethnicity culture instill sense confidence","387"
"enter dental school get undergraduate degree dentistry like dream come true","388"
"ability give people hearty vibrant smile give heal touch pain always fascinate pursue field dentistry","389"
"feel fortunate part nyucd achieve goal competent dentist able learn diverse culture ethnicity","390"
"good can","391"
"say hold high standard","392"
"contribute upbringing fill moral value thank parent instill life lesson young age","393"
"transition dental school make easy","394"
"thing violate integrity tempt","395"
"everyday strive good will suffice take shortcut may impact reputation career","396"
"feel strong backbone come ethic dilemma usually know right thing","397"
"dental school augment understand mean ethical will continue grow stay ethically competent","398"
"become professional important necessary health care set","399"
"integrity autonomy two descriptive word come mind think word professional","400"
"become health care professional absolute must one possess integrity","401"
"first integrity provide basis truthfulness consistency patient healthcare professional can learn rely","402"
"next every professional must ability selfassess govern one ’ s action","403"
"autonomy come play","404"
"professional know limitation independent however know limitation simply know professional able ask assistance refer consult health care provider","405"
"will become health care professional although way will get maintain integrity know ask assistance able refer patient need","406"
"professional progress journey fill many great experience continue good order become good","407"
"everyday continue learn absorb much possibly can","408"
"time also learn importance maximize time","409"
"addition process teach essence selfstudy","410"
"ability feel nyu provide outstanding education","411"
"continue learn everyday dental school now ability bring reward skillset private practice","412"
"first day clinic eager treat patient clinic several month now feel competent provide rudimentary care wait enhance clinical ability","413"
"“ become absolute good healthcare provider","414"
"say will settle meet benchmark will inspire surpass average","415"
"“ quote mine first year dental school still hold true change","416"
"however many thing change since time write first personal statement","417"
"start learn exceptional amount didactic continue learn new thing","418"
"result future path redefine","419"
"start dental school extremely interest oral surgery","420"
"interest field still hold although take consideration life goal worklife balance area dentistry become apparent","421"
"field endodontics seem frontrunner","422"
"look back first personal statement change thing like os add list","423"
"instance ’ be still passionate research surgery become specialist now learn incorporate personal goal career goal professional decision","424"
"dentistry science art whose success derive understand patient numb one priority","425"
"become dental professional encompass","426"
"dental health professional think imperative provide exceptional care matter procedure may complete exam clean fullmouth restoration anything","427"
"dental health professional want confident skill clinician take pride provide care patient need keep smile healthy","428"
"give patient good possible service result","429"
"always commit continuous education learn","430"
"truly believe topnotch care deliver warm personalize environment make difference good great dentist therefore want able fuse clinical personal order achieve superior clinical result along longlasting patient relationship","431"
"really situation yet feel ethical dilemma","432"
"luckily far patient pretty easy work faculty","433"
"keep good treatment plan effectively keep mind need patient harm","434"
"delve deep clinic start see teach us enough upstairs lab","435"
"course learn basic overall feel start begin","436"
"denture process little different operative feel different real tooth just generally way sit patient feel different typodont","437"
"say little trouble communicate patient j feel j able effectively work faculty patient","438"
"really enjoy clinical work terrify root canal first one realize long im careful follow step work","439"
"look forward learn","440"
"find pretty easy work faculty clinic","441"
"helpful long prepare idea","442"
"peer also good work already learn much upperclassmen even class","443"
"think everyone helpful will work us teach us way dentistry","444"
"try maintain professionalism dress speak other carry","445"
"always try make good impression still stay true personality","446"
"expect master didactic material develop comprehensive respect professional","447"
"want service community positive formative way outreach domestically overseas","448"
"hope develop great confidence clinical set interaction patient quality work","449"
"like firm grasp concept applicable common dental procedure able articulate risk benefit work perform patient","450"
"become professional process begin begin dental school continue throughout life dentistry everchanging always evolve field","451"
"although comfortable see patient right now little operative knowledge procedural skill always will learn can make good professional eye patient","452"
"now clinic month really begin process become professional actually practice procedure learn preclinical lab actual patient","453"
"excite journey yet stressful time","454"
"look forward next two year store","455"
"enter have year realize goal student nyucd didnt change","456"
"however start treat real patient mean professional become little amorphous ideal real challenge","457"
"point career besides medical aspect profession notice put great effort communication skill interact patient faculty classmate","458"
"accept challenge honor good successful","459"
"primary goal provide good dental care patient learn grow along way","460"
"learn maintain standard excellence amongst dental community translate leadership amidst progression dentistry","461"
"master role patientdoctor relationship efficient benefit growth healthcare provider improvement overall patient healthto fully understand specialty dentistry compliment degree allow make educate prepare appropriate decision aspect dentistry suit good","462"
"identify deficiency amongst community worldwide meet need effectively","463"
"learn maintain standard excellence amongst dental community translate leadership amidst progression dentistry","464"
"master role patientdoctor relationship efficient benefit growth healthcare provider improvement overall patient health","465"
"fully understand specialty dentistry compliment degree allow make educate prepare appropriate decision aspect dentistry suit good","466"
"identify deficiency amongst community worldwide meet need effectively","467"
"enjoy see patient clinic l comfortable axium back july get use clinic environment","468"
"lot first day become confident clinical skill","469"
"still lot learn look forward get clinical experience nyu also nyucd nepal global outreach trip","470"
"big difference didactic learn ethic versus apply ethical principle clinic set decision impact life health live human being","471"
"humble experience understand appreciate impact dentistry patient health self esteem","472"
"work towards make ethic top priority always good interest patient","473"
"clinical experience far juggle experience manage patient appointment roster maintenance etc","474"
"however feel lucky learn aspect dentistry clinical managerial will make competent efficient practice management private practice","475"
"finally clinic","476"
"big day come month ago happy excite","477"
"reward experience work patient help one smile time","478"
"near three quarter completion dental school time fly","479"
"experience develop sleepwalk dental student run system pathology sim lab bud oral health care provider","480"
"three half year beautiful community nyucd proud colleague","481"
"trek rigorous curriculum have have finally embark journey clinic","482"
"spend almost one semester clinic find develop oral health care provider always envision become","483"
"knowledge come power","484"
"tell knowledgable people dangerous partially believe statement","485"
"many people teeter line ethic get dental school doubt will continue will throughout school","486"
"hope teeter ethical boundary will bleed area especially time come manage patient","487"
"school priority always","488"
"must keep mind choose school choose live city","489"
"accept rare opportunity live nyc youth need take advantage city can offer","490"
"start train jiu jitsu dedicate time train","491"
"think good balance need help get thru school","492"
"attempt keep schedule full futile","493"
"although patient roster need patient moment keep busy","494"
"ive work quite hard dig hole","495"
"now get start fresh clean slate","496"
"new begin cant forget sacrifice get","497"
"long just anymore","498"
"become professional long hard process","499"
"involve learn theory behind work also act maintain responsibility professional","500"
"become professional mean develop network professional order successfully treat care","501"
"white coat ceremony big milestone become professional","502"
"significant step indicate will treat patient near future much responsibility","503"
"want pass board first try","504"
"stay friendly easy go personable other may reach wild idea","505"
"want competent professional deal treat patient","506"
"develop good bedside manner","507"
"impact teenschildren local area internationally","508"
"want find niche class school dentistry profession","509"
"time progress slowly become comfortable classmate find group studyhang","510"
"realize many people class know intimate level devote energy feel need","511"
"2 year different ball game compare first","512"
"take quite bite determination stamen get constant barrage exam practical","513"
"feel fall semester warm spring","514"
"transition clinic relatively smooth","515"
"realize must always prepare ahead time provide adequate treatment","516"
"responsibility honest faculty importantly patient","517"
"student doctor understand need treat patient whole just tooth","518"
"also keep mind always respect patient decision treat comprehensively benefit patient health","519"
"also need ensure patient information will keep privacy","520"
"expect become comfortable interact patient next month introduction clinic","521"
"find forget many small fact learn lecture set need little extra time brush background knowledge complete procedure","522"
"state need put forth effort dress style hair professionally","523"
"think act professionally toward faculty peer patient also difficult judge manner","524"
"become professional mean present way make patient comfortable trust oral health","525"
"believe improve aspect","526"
