X1,NETID,RefType,Date,Time,Text,DYear
11,QRWhtutU,Public Self Reflection,01-11-16 21:39,21.65,"Dentistry is one of the few professions that requires not only the high practical prowess but also moral and ethical standards. There are several factors that make a dentist a good professional but I believe one of the most important things for a professional is to be independent and proficient in their job. In other words, professionals should be consistent and punctual. In addition, it is important to follow the rules and regulation to prevent reckless and nefarious malpractices. However, this does not mean that one should be stagnant and passive in their profession. Rather, I believe it is important for professional to actively seek out for improvements and advancements. This can be achieved through working, discussing and researching issues with different professionals in various different fields in the profession. Moreover, it is important for professionals to have appropriate moral and ethical standards. I believe these are some of the factors that are crucial in becoming a good professional.",D4F
12,QRWhtutU,Professional Progress,01-11-16 21:39,21.65,"I believe professionals demonstrate competency and proficiency in their vocation with high ethical standards as well as personal qualities such as compassion, respect, and empathy. Overall, I have been working hard  to get everything out from each classes that I take in our school so that when I am in clinic or even when I graduate and start working, I will be able to apply all the knowledge an skills I achieved from the school.",D4F
13,QRWhtutU,Public Personal,01-11-16 21:39,21.65,"Ever since I realized that dentistry is one of the few professions that seamlessly blend both artistry and science, I was fascinated by it. Thus, it is natural, that I have a vast interest in becoming an orthodontist. However, I would like to be exposed to a various different dental specialties not only through school curriculum but also through community outreach and volunteer service. As a dental student, I would like to graduate dental school in good standing with proficiency in general dentistry. As a health care professional, I would like to learn not only the technical skills but also the interpersonal skills to have fulfilling relationships with patients with various different background. I realize this skill would require me to uphold my ethical principles as well as the rules and regulation at all times. Moreover, I hope that I would be more open-minded and bold in making decisions. In addition, I would like to have a good lifelong relationship with my peers in both private and professional environment.",D4F
14,QRWhtutX,Ethic Reflection,29-11-16 11:53,11.88333333,"I want to always be putting my patients first above all us when I progress through dental school and eventually in my professional career. I believe that as a healthcare professional, we have a duty to provide our patients with the most effective treatment and when we know we are not the right person for our patient to not hesitate and relay our patient to the right person. 

While in dental school I want to always put forth an honest effort in my work and not take any shortcuts because I want to make sure I really understand what is being taught as my future patients deserve that kind of honest effort from their dentist. Also I want to contribute to an honest learning environment and reach out to any peers that I may see struggling.

I feel like everyone is trying to meet the requirements and graduate and sometimes we may be tempted away from ethics but that is definitely a slippery slope that we should not go down. If the quality of our work and how we approach treatment deteriorates then what is the point of all this.",D4F
15,QRWhtutX,Private Personal,29-11-16 11:49,11.81666667,"I hope to work not just hard but smart and produce the results necessary to have multiple options ready when I graduate. Currently I am really interested in the field of pediatrics so I want to put myself in the position to learn as much as I can about the field and make sure when I do make a decision that it is an informed one.

While my passion in pediatrics grows from partaking in in-reach and out-reach events at NYUCD, I want to also explore other specialties so I can become a wholesome in my dental knowledge and ideals.

I am really happy this year that Citizen Schools has been fully integrated as one of the main outreach clubs at NYUCD. We also had our first dental screenings at GTP and many more scheduled to come. Also I am on track to pursue my passion in pediatrics.

Now that I am fully committed to becoming a pediatric dentist I hope to keep exploring the various areas of public health dentistry that I am hoping to have as integral part of my career.",D4F
16,QRWhtutX,Private Self Reflection,29-11-16 11:51,11.85,"Aside from the points mentioned in the public self reflection portion, I want to become more open minded and be better at taking criticism as that will be important when dealing with patients as well as my future dental team. So far into the year I have been good about being punctual but I want to persist in having good punctuality as it was a weakness of mine in the past.

I still feel I can be more organized. My work area still gets really messy after the treatment is done and sometimes I still forget all the supplies I need for that session. Out of all the clinical treatments we perform I still feel not as comfortable with endo and crown treatments. 

I think for a while I was losing sight of the patients I was seeing because I was being overwhelmed by my schedule but I am starting to learn to take a step back and really work on building that connection with all my patients new and old.",D4F
17,QRWhtutX,Public Self Reflection,29-11-16 11:50,11.83333333,"I believe in order to become a professional in the field of dentistry, you must go beyond knowing just the craft of dentistry. It also means how you present yourself and how you treat the people you are working with. For instance punctuality and respect are two important aspects that patients look for in a dentist aside from his/her technical abilities. A dentist that is unorganized or difficult to make appointments with is hard for the patient to trust in putting their oral health in. Also even though the dentist is the head of his/her practice, it takes a cohesive and supportive team of individuals to treat the dental patient properly. Thus, a dentist that does not present him/herself to the dental team in a professional manner will never gain their trust.

Not much has changed I still believe in what I wrote previously. 

One of the most important thing is to really listen to the patient's concerns. Don't approach a treatment session without an open mind, sometimes you need to adapt to the patient's needs.",D4F
18,QRWhtutX,Professional Progress,29-11-16 11:54,11.9,"At this point I am not entirely certain where I want to practice dentistry. I do know that if I feel that I am not ready once I graduate from dental school I will immediately look to do some residency to get myself to the level of competency I am comfortable to practice solo. I do want to eventually have my own dental practice and after some time try to expand.

At this point I am thinking of going into a career where I am practicing part time as a pediatric dentist but also explore the public health side of our profession. I think there is large room to grow especially for finding ways to target areas that are not having access to dental outreaches/screenings.

I hope to go into a pediatric dental residency prepare me to come out practice in community dental center or clinics that serve the disadvantaged. Later one I hope to use my experience to help the local community by implementing public health initiatives.",D4F
19,QRWhtutX,Public Personal,29-11-16 11:49,11.81666667,"I hope to become competent enough that when I graduate my friends, peers, and instructors will fully trust me to perform dentistry on them if need be. I hope to at least maintain the passion I had for this field when I walked to my first class this year and hopefully expand that passion when I graduate. I want to work  hard and to always be humble of the fact that I should never be satisfied with my level of competence in dentistry. As long as I keep learning I know I will be more competent than yesterday but not as competent as I can be tomorrow. 

As I am coming towards the end of my time here at NYUCD, a lot of my goals and aspirations are being met or still within reach. I  hope to pass on the things I learned from my faculties, peers, and wonderful patients to the third years so they can be awesome fourth years when it's their time.",D4F
20,Rgwz95M=,Ethic Reflection,27-11-16 23:23,23.38333333,"I have always considered myself a very ethical person.  I strive to live my life a certain way, and to treat others as I would want to be treated.  Since my time in clinic, I have noticed that some of my fellow dental students like to walk a fine ethical line, and they do things that I would not be ethically comfortable with.  But I try not to worry about these students, as I can only work on who I am as a person, and what kind of dentist I want to be.",D4F
21,Rgwz95M=,Private Personal,27-11-16 23:23,23.38333333,Same as my public personal statement.,D4F
22,Rgwz95M=,Private Self Reflection,27-11-16 23:23,23.38333333,Same as my public self reflection on becoming a professional.,D4F
23,Rgwz95M=,Public Self Reflection,27-11-16 23:23,23.38333333,"While I have spent about a year and a half in the dental clinic, I still don't think of myself as a ""dental professional"".  Most of my patients want to give me the ""Dr"" title, but I really believe that I have not earned that distinction as of yet.  I usually just tell them to call me Mike/Michael.  I think that I will still be the same way once I have received the Dr. distinction.  I am not sure why that is though. Maybe it is due to my background and how I was brought up, but I just consider myself like everyone else with the only exception being that I would actually be a doctor.  Only when I am not around other dental students do I feel more like a dental professional.  My parents, brother and non-dental friends always ask me dental related questions, and I feel like I actually know what I am talking about with them, which makes me feel more and more like a dentist.",D4F
24,Rgwz95M=,Professional Progress,27-11-16 23:33,23.55,"So far my time in clinic transitioning from a D3 to a D4, has been both a tremendous learning experience as well as a lot of fun.  I finally get to apply the knowledge that i've gained in my first three years, as well as gain new knowledge and tips/tricks from the various faculty.  When I first started in clinic I was very nervous and unsure of how I would be able to deal with treating my patients.  Now that I have been in clinic for approximately a year and a half, I feel more comfortable and competent in my abilities.  To date I have completed almost all of my MDR requirements, and the remaining ones are currently in process and will be hopefully completed before winter break.  I also find that I am completing more complex procedures and becoming more comfortable in performing root canals, post/cores, crowns and complete and removable prostheses.  I also find that I am relying less and less on specialty faculties when assessing my patients' more complex needs and I only consult with them as a necessary step to confirm my findings/results.",D4F
25,Rgwz95M=,Public Personal,27-11-16 23:22,23.36666667,"Being 6 months from graduation I am both excited and nervous for the next phase of my life.  I feel like I have learned a lot in my year and a half in clinic, and have improved in all aspects of dentistry.  While I understand the need for following the school's core curriculum, I am also intrigued about learning new techniques, procedures and materials outside of the dental school environment.   In terms of my progress through dental school, I feel more competent in properly diagnosing and treatment planning patients.   I find that my hand skills and performance when performing more complex procedures has significantly increased.  At times I find myself bored with simple procedures in clinic, and I wish there was a way I could be involved in working on more complex ones.  However, I feel and/or hope that once I begin a GPR program I will get to work on these procedures and expand my knowledge-base and continue to grow as a dentist.",D4F
26,UMXIJMd9,Ethic Reflection,13-12-16 16:39,16.65,"Having encountered many ethical situations, I think this relates directly to professionalism. Acting ethical means always doing what is right and just while keeping the patient's well-being at the center of attention. As we are told to act in a patient-centered focus we must always examine every situation with that idea at the forefront. Whether it be in didactics or in clinical I have been able to frame everything I've learned in the context of how will this affect my patient and it has helped tremendously in keeping me focused to acting in a professional and ethical manner.",D4F
27,UMXIJMd9,Private Personal,13-12-16 16:39,16.65,"In my public statement I said I want to fix people's faces. I know that sounds kind of vague, and I haven't found a better way to express that just yet, but what I mean is to fix whatever facial deformities or defects that are present. My pre-dental society in undergrad would have dental health professionals speak every week and I remember one in particular where he should photos of people that had to wear facial prosthetics to cover what were essentially parts of their face or jaw missing. At the time I thought the very fact a prosthodontist could make something and give it to the patient to wear was amazing. But what I really want to do is go one step beyond that and make wearing the prosthetic unnecessary. Facial reconstruction is I think the coolest thing. From what I know I think leans heavily toward OMS and bigger hospital surgeries which I rather prefer than private practice. When we talk about improving quality of life, I believe there is no greater way to increase that than down this path.",D4F
28,UMXIJMd9,Private Self Reflection,13-12-16 16:39,16.65,"As each year of dental school passes I've learned more and more what it means to become a professional. Since I began treating patients I've experienced the inherent trust that must be present between a dentist and the patient. They are looking to us for guidance and assurance that we can not only treat their conditions, but also answer questions about their health and well-being. I do believe that we as dentists must act in a way that honors our profession and respects our patients.",D4F
29,UMXIJMd9,Public Self Reflection,13-12-16 16:39,16.65,"In undergrad, I was a Human Biology major, but I also minored in Philosophy. One particular article sticks out in my mind whenever I think of professionalism and what it means. The article talked about ""civic professionalism"" and how there is an inherent contract, or trust, between the public and the professional. And moreover, we as professionals should give back to the community for without the community providing patients how would we have learned our craft. I think that as I progress throughout dental school this will become more relevant and I know whatever opportunity I have to give back or do a community outreach I will try my best to make it happen. What's the point of having these skills if we don't try to use them to promote the greatest degree of quality life we can.",D4F
30,UMXIJMd9,Professional Progress,13-12-16 16:41,16.68333333,"With fourth year almost done, my journey to become a dental professional has almost come to a finish. Being in clinic has allowed me to apply what I've learned in first and second year in various clinical experiences. I know there is still a lot to learn, but with an open mind and heart I know I will be able to become the best professional I can be. I am feeling more and more competent as a clinician and feel capable of making treatment decisions.",D4F
31,UMXIJMd9,Public Personal,13-12-16 16:38,16.63333333,"My journey to dental school has left me with a number of experiences that have shaped not only the type of dentist I want to be, but also how I view the relationship between one's oral health and their quality of life. I've worked with dental professionals from around the United States, Mexico, and Australia and have a strong sense of what I want to get out of dentistry -- I simply want to be able to fix people's faces. To me,  a person's face is their most important feature giving them the self-confidence to go out and interact with the world. Now what path this aim of mine takes me down from here on out I don't know, but what I do know is that throughout all the pitfalls I've overcome I will not lose sight of my goal. I feel privileged to be apart of this great profession.",D4F
32,USg0zn4j,Ethic Reflection,30-11-16 21:31,21.51666667,"Ethics is defined as moral principles that govern a person's or group's behavior. Becoming a dentist, you are held to a higher standard of ethics because you are in a position of power. You have people's trust and belief that you are there to help them and not take advantage of their situation. I will be a dentist that is respected and known for excellent work done under ethical criteria. I believe in the four principles of healthcare ethics: autonomy, beneficence, non-maleficence and justice. I strive to always be honest, straightforward and respect the rights of my patients. Furthermore, I will communicate with patients in a way that enables and empowers them to make informed decisions.  I will strive to achieve the highest quality, effectiveness and dignity in both the process and products of professional work.",D4F
33,USg0zn4j,Private Personal,30-11-16 21:31,21.51666667,"Dentistry is a creative and independent field. It is a very flexible profession that allows me to pursue other dental related interests outside of working in a group or office. Some of my future goals in dentistry include volunteering for programs that help underserved communities in the U.S and poverty-stricken areas throughout the world where dental care is not readily available. New York University College of Dentistry is in one of the best schools to facilitate my goals because it has many programs that serve the underserved communities. Furthermore, NYUCD has a diverse patient population, which allows me to interact with people of all different socioeconomic backgrounds. As a dentist, I wish gradually become a cherished counselor and confidant. I realized the personal contact integrated within dentistry permits a unique interaction with people of diverse ages, cultures, and backgrounds.",D4F
34,USg0zn4j,Private Self Reflection,30-11-16 21:31,21.51666667,"Become a dentists gives me a lot of opportunities that I really want to have in a career. In this career, I will always be able to help people in need of my services. Due to the success of preventive dentistry on reducing the oral incidents, I can see that a lot of elderly people are keeping their teeth longer and realizing the importance of regular dental care services. So that means that the demand for dental care will continue to grow and more dentists would be need. This career is exciting for me, due to the fact I every day I get to help people from different backgrounds and all walks of life. Moreover, in this career I am going to have the opportunity to do one of the things that I really love doing, which is helping others and giving back to my community. This career will not only let me teach good habits for good health. But will also let me educate patients, as well as the general public, on how to achieve oral health and to prevent diseases.",D4F
35,USg0zn4j,Public Self Reflection,30-11-16 21:31,21.51666667,"Become a dentists gives me a lot of opportunities that I really want to have in a career. In this career, I will always be able to help people in need of my services. Due to the success of preventive dentistry on reducing the oral incidents, I can see that a lot of elderly people are keeping their teeth longer and realizing the importance of regular dental care services. So that means that the demand for dental care will continue to grow and more dentists would be need. This career is exciting for me, due to the fact I every day I get to help people from different backgrounds and all walks of life. Moreover, in this career I am going to have the opportunity to do one of the things that I really love doing, which is helping others and giving back to my community. This career will not only let me teach good habits for good health. But will also let me educate patients, as well as the general public, on how to achieve oral health and to prevent diseases.",D4F
36,USg0zn4j,Professional Progress,30-11-16 21:31,21.51666667,"My short-term goal after graduating from New York University College of Dentistry is to do a year residency at a hospital. In the long run, I intend to work in a group practice and spend some time doing global outreaches. This professional development goal has resided in my soul since I came into contact with dentistry for the first time. As a dental student, I learned that dentistry plays a crucial role in the healthcare field. We learn that every part of the body affects the body as a whole. My capability to communicate and cooperate with team members, and to surmount obstacles with hardworking and perseverance helped me to provide my patients with the best care I can give them. I vow to continually learn about different and innovative techniques and provide evidence based dentistry care for my patients.",D4F
37,USOSSVQW,Ethic Reflection,06-12-16 22:48,22.8,"I want to be a dentist whom my patients can rely on. I want to do a good job, but not only that, I want to make sure that my patients feel comfortable whenever they step into my office. I don't want to be someone who doesn't seem reliable with my work or with my personality. I will try to be as ethical as possible not only in the office but outside as well.",D4F
38,USOSSVQW,Private Personal,06-12-16 22:44,22.73333333,"I feel bittersweet that I am almost at the end of the school year as a D4. There were times where I felt as if I chose the wrong profession, but after all those times I am glad I stuck with it. Not only dentistry allows me to perform skills as a clinician, but I can also interact with patients who are in need of help. I hope that money won't dictate my future plans and treatments with patients, but I want to become a dentist who will treat every patient as if they were my family.",D4F
39,USOSSVQW,Private Self Reflection,06-12-16 22:46,22.76666667,"Becoming a professional not only requires attaining appropriate knowledge and skills but also applying what one knows accordingly in different situations. Dentistry is one of the areas that the practitioners continue in their education for life, because there are always new information and technology that will change our treatment plans. I am becoming more and more aware and sensitive that dentistry will be a life-long education. I want to learn what's best in the market and what's the best way to treat so that I can treat my patients the way I want to be treated.",D4F
40,USOSSVQW,Public Self Reflection,06-12-16 22:46,22.76666667,"Becoming a professional not only requires attaining appropriate knowledge and skills but also applying what one knows accordingly in different situations. Dentistry is one of the areas that the practitioners continue in their education for life, because there are always new information and technology that will change our treatment plans. I am becoming more and more aware and sensitive that dentistry will be a life-long education. I want to learn what's best in the market and what's the best way to treat so that I can treat my patients the way I want to be treated.",D4F
41,USOSSVQW,Professional Progress,06-12-16 22:48,22.8,"I am still quite behind on CEEs and MDRs, but I try not to get caught up with what I can't do. I am trying to see my patients as much as possible and yet treat each one of them with a kind heart. My accomplishments in terms of requirements are not outstanding at all, but I feel competent in what I do now.",D4F
42,USOSSVQW,Public Personal,06-12-16 22:42,22.7,"As a D4 looking to graduate in about six months, I feel like time literally flew by. It was quite an experience to learn dentistry for two years and start practicing on patients, and I can't believe it's almost at the last few months of the journey. I do believe that the school helped me prepare to become a competent dentist even though there were times when I complained. I feel a lot more comfortable with planning treatments, and dentistry became more natural as I saw patients more and more.",D4F
43,V0VP/rn7,Ethic Reflection,12-11-16 11:11,11.18333333,"Patient care should always be the practitioners number one priority. Financial gain should never be the driving force for the practitioners services. Being competent in ones field, also means knowing when to seek help from other practitioners. Through out my journey at NYU, I have come to realize that ethics are not alway black and white. It is important to understand there is a gray area and to always due what seems right and to stop ones self from committing something if they are hesitant of this.",D4F
44,V0VP/rn7,Private Personal,12-11-16 11:11,11.18333333,"I hope my experience at NYU college of dentistry molds me into a competent dental professional who can provide the utmost care to my patient. I hope to remain empathetic with my patients and build strong interpersonnal skills which can allow my patients to trust me and my work. Through experience, I hope to improve my hand skills and provide excellent quality care. I hope to become a competent practitioner who can incorporate the knowledge I learn with the didactics and provide quality care. The importance to me is quality of care vs quantity",D4F
45,V0VP/rn7,Private Self Reflection,12-11-16 11:11,11.18333333,"Becoming a professional is more than just the DDS title. It goes beyond the workplace and is a public reflection of an individual in society. You are recognized as an individual who is held to higher standards and my actions not only reflect upon me but the dental profession as an entity. For this reason, it is not only to respect ones self but to respect the profession. I would like to be a dentist who brings honor to the tile of dentists.",D4F
46,V0VP/rn7,Public Self Reflection,12-11-16 11:11,11.18333333,A professional is an individual who practices their profession not only in the workplace but their profession is their way of life. They follow a set role of ethics and will oblige by it for the betterment of the community. A dental professional in specific is a person who is representing the field of dentistry through every action he/she makes. The term professional goes beyonds one dental career and rather includes ones entire life and way of living. It is important to recognize that one represents the dental profession at all times,D4F
47,V0VP/rn7,Professional Progress,12-11-16 11:11,11.18333333,"As I continue my education, I feel that I learn more and more from every course and every obstacle whether it be big or small. My interactions with patients have taught me how to word my statements, how to ask questions in order to extract important information from patients, and most importantly how important it is to communicate with patients. Each patient brings something new to the table and each class helps provide more insight on what it truly means to be a professional",D4F
48,V0VP/rn7,Public Personal,12-11-16 11:11,11.18333333,"I hope to acquire the knowledge to become a dental practitioner, but to also gain the skill set which will allow me to become more competent as a professional. Furthermore, I would like to grow as an ethical individual and be able to provide care to the community by using my acquired knowledge in the dental field. I hope to continue my education post dental school and stay current with my approaches so that I may provide my patients with up to date treatment. I would like to become a practitioner who provides quality care",D4F
49,Vhe4yTkM,Ethic Reflection,17-11-16 17:05,17.08333333,"Ethics plays a large role in not only dentistry, but in everyday life. When it comes to patient care, ethical situations come up all of the time. An example would be if a patient would like to get a particular procedure done and we know that it would fail for any number of reasons, it would be best to stick to our professional judgement of not doing the procedure, rather than trying to please the patient. I have noticed that some patients really try to pressure you into doing something that you may not want to do, or pressure you into making the procedure go faster, but it is important for us to take our time and follow all of the steps to avoid making any possible mistakes. At the end of the day, if we follow what we believe to be ethical, we should be able to sleep better at night. If we are unsure, we can converse with faculty that have possibly already gone through what we are going through to get proper guidance. After school, we can ask our partners/other dentists.",D4F
50,Vhe4yTkM,Private Personal,17-11-16 17:09,17.15,"I am still trying to figure out exactly what I would like to do when I become a dentist. I have thought about pediatric dentistry for a while since I have spent so much time working with kids, but I think that solely working with kids might be difficult; especially if the parents are trying to be protective when they see that their child is possibly in pain. I have also thought about oral surgery, but I'm not so sure that I want to be in school for an addition six years after dental school. Now I am currently thinking about going into periodontics, because I can't see myself being satisfied with being a general dentist. I have also thought about going into academia and teaching at a dental school when I graduate; however as of now I think I would like to practice. I recently got accepted to the honor's program, so I hope to figure out exactly what I want after spending more time in the periodontics department. I applied to the NHSC loan repayment program, so I think I would like to bring my loans down first.",D4F
51,Vhe4yTkM,Private Self Reflection,17-11-16 17:04,17.06666667,"I think that in order to be a professional, one must be respected by the people they come in contact with. If this is at the work place, they should be knowledgeable about their job and treat everyone with respect. To be a professional, one should be responsible and have a sense of urgency when it comes to having deadlines. They should always be setting goals for themselves to either achieve or surpass. I believe that it can take work in becoming a professional, but everyone can reach that goal. In regards to myself as a professional, that will have to be something that I will continue to learn how to improve in order to provide the best patient care.. I treat people with respect and I take responsibility for my actions.  Learning from faculty that are general dentists and specialists provide me with insight on how to better deal with certain situations in the most appropriate and effective manner.",D4F
52,Vhe4yTkM,Public Self Reflection,17-11-16 17:03,17.05,"I think that in order to be a professional, one must be respected by the people they come in contact with. If this is at the work place, they should be knowledgeable about their job and treat everyone with respect. To be a professional, one should be responsible and have a sense of urgency when it comes to having deadlines. They should always be setting goals for themselves to either achieve or surpass. I believe that it can take work in becoming a professional, but everyone can reach that goal. In regards to myself as a professional, that will have to be something that I will be something that I will have to continually work on. I treat people with respect and I take responsibility for my actions. Working within a multidisciplinary health team will also aid in becoming more professional. Learning from different health fields will help me become a more well rounded person too.",D4F
