X1,NETID,RefType,Date,Time,Text,DYear
14,U3zr0SyU,Ethic Reflection,03-04-15 8:21,8.35,"It is very important to hold myself to a high moral and ethical standard. As a future healthcare professional, it is important to be reliable, dedicated, and honest in order to provide the best care for patients. In our ethics course, we have discussed multiple scenarios where dentists made bad decisions. Being able to understand right from wrong and knowing how to proceed in situations that are difficult are essential components of our dental school education.",D2L
15,U3zr0SyU,Public Self Reflection,27-03-15 11:48,11.8,"Becoming a professional is something that will occur as we gain more experiences interacting with faculty, peers, and patients. Our coursework, in ethics for example, challenges us to think about what being a professional in dentistry means. We have learned to be mindful of our behaviors  both within and outside of the dental community. Our actions and attitudes, whether or not we believe they should, are a reflection on the dental profession as a whole. I think it is important to be cognizant that as a dentist the public will perceive me as a leader/ role-model and that I should do my best play the part and act professionally.",D2L
16,U3zr0SyU,Professional Progress,28-06-15 15:11,15.18333333,I have enjoyed seeing patients in clinic. I feel as though there is a learning curve thus far nd am looking forward to getting more comfortable with Axium. There have been a lot of firsts so far and with each day I am becoming more confident in my clinical skills.,D2L
17,U3zr0SyU,Public Personal,27-03-15 11:47,11.78333333,"While at NYU, I'd like to keep an open mind and talk to as many peers and faculty members as possible.  I plan on participating in outreach opportunities domestically and abroad. I hope to incorporate my experiences and education in public health when I graduate from NYU College of Dentistry to have a career in both clinical work and research. I am particularly interested in helping underserved populations, especially children. For me, it is important to increase access to dental services in my community and emphasize education as a means of oral disease prevention.",D2L
18,UNJHYkXR,Private Personal,12-03-15 23:17,23.28333333,"My mission at NYU is to become the best version of myself, as an individual, and to use my individual skills and qualities to become the best dentist that I can be.",D2L
19,UNZrear6,Public Self Reflection,07-02-15 17:10,17.16666667,"Becoming a professional is a long and hard process. It does not only involve learning the theory behind the work but also how to act and maintain the responsibilities of a professional. To become a professional means to develop a network of other professionals in order to successfully treat those in your care.

The white coat ceremony was a big milestone in becoming a professional. It was a very significant step, indicating that I will be treating patients in the near future and I have much more responsibility.",D2L
20,UNZrear6,Public Personal,28-06-15 13:07,13.11666667,"I want to pass boards on first try. Stay friendly, easy going, and personable so that others may reach out to me if they have the wild idea to do so. I want to be competent and professional when dealing and treating patients. To develop good bedside manners. Have impact on teens/children not only in local areas but internationally too. I want to find my niche in my class, the school of dentistry and in my profession.

As time progresses, I am slowly becoming more comfortable with my classmates and have found a group to study/hang out with. I realized that there are too many people in our class to know on an intimate level so I devote my energy where I feel is  needed.

The second year is a different ball game compared to first. It takes quite a bit of determination and stamina to get through the constant barrage of exams and practicals. I have a feeling that fall semester is a warm up for spring.

The transition into clinic has been relatively smooth. I realized that I must always be prepared ahead of time to provide adequate treatment",D2L
21,UTJ80WhA,Professional Progress,28-03-15 20:53,20.88333333,"It has been a year and 7 months after I entered dental school. The white coat ceremony was the moment that I truly understood the responsibilities that I need to carry with that white coat on my shoulders. GDS, CR I and CRII have let me gained valuable hand skills for dental preps and restorations. Many didactic courses have helped me to build up the important knowledge toward organ functions and oral diseases. From observing and being an assistant for the D3s and D4s in last semester, I learned how to properly approach and interact with patients. And right now, we are experiencing how it feels to be a dentist by pairing up and practicing with another student. Fundamentals of behaviour is also a very useful course that teaches us how to communicate with patients. Although course load is pretty heavy with all the lab works and exams, I am enjoying this feeling of contentment everyday, and I cannot wait to meet with my first patient.",D2L
22,V0zIDd/AHlo=,Private Personal,31-05-15 18:33,18.55,"After working in many areas of dentistry I realized I would really like to specialize in pediatric dentistry. To me dentistry is being able to give the gift of confidence, comfort and care. I believe if I can make any impact on a child to feel more confident, happy and comfortable that is one less worry in that child’s life. And that child will one day become an adult who does not fear a dentist and that adult will have good oral hygiene that was taught when their were a child.

After finishing my first full year, it was tough but clearly worth the struggle. The classes get harder, as expected, but I feel stronger as a professional and as a student. I am grateful and proud to have finished my first year of dental school, and now 25% a doctor!!",D2L
23,V0zIDd/AHlo=,Private Self Reflection,31-05-15 18:34,18.56666667,"After working in many areas of dentistry I realized I would really like to specialize in pediatric dentistry. To me dentistry is being able to give the gift of confidence, comfort and care. I believe if I can make any impact on a child to feel more confident, happy and comfortable that is one less worry in that child’s life. And that child will one day become an adult who does not fear a dentist and that adult will have good oral hygiene that was taught when their were a child.

After finishing my first full year, it was tough but clearly worth the struggle. The classes get harder, as expected, but I feel stronger as a professional and as a student. I am grateful and proud to have finished my second year of dental school, and now 50% a doctor!!",D2L
24,V0zIDd/AHlo=,Public Self Reflection,31-05-15 18:34,18.56666667,NA,D2L
25,V0zIDd/AHlo=,Public Personal,31-05-15 18:33,18.55,"In the next four years in NYUCD I want to not only have the knowledge of dentistry but, also be able to apply in in every step along the way. I want to know not only the standard procedures, but also alternative ways as different situations may come up. I want to provide professional care while being able to comfort the patient. I want to be able to work in every field/specialty of dentistry although I do want to specialize. I also plan on participating in many clubs and as many outreach programs as I can. I want to network with many different dental and medical professionals to be able to give patients the ultimate care. I want to be successful student as well as a successful health care provider.",D2L
26,WLpcJSq/,Public Self Reflection,03-04-15 11:29,11.48333333,"The road to becoming a professional seems more and more like a fake-it-til-you-make-it type approach is the most appropriate. D2 has included many more dental related topics and courses which has made me feel much more knowledgeable about dentistry. Our current slow and gradual introduction to clinic, combined with the respect of patients, makes me feel like a professional than I did last year. Donning the white coat up on stage in front of friends and family has been a big step towards achieving this feeling.",D2L
27,WLpcJSq/,Public Personal,03-04-15 11:25,11.41666667,"D2 has started to mold me into a competent dental practitioner by teaching me how to diagnose and treat dental pathology. Whereas I came into school as a doe-eyed optimist, the overwhelming schoolwork has made it difficult for me to maintain my rosy outlook. I'm working hard and slowly chipping away at becoming a competent practitioner. My focus now has shifted from developing interpersonal relationships to attaining savant-like knowledge about all the drugs in existence and systemic pathology. I'm looking forward to the light at the end of this tunnel, and the start of clinic is finally approaching.",D2L
28,XA0Qq3jz,Public Self Reflection,03-04-15 11:21,11.35,"As the second year is coming near to an end, I am grateful and overwhelmed at the same time that I will be seeing patients very soon. It has been a very difficult year for everyone with high stress and busy schedule, but things are starting to tie themselves. Being on a high workload while trying to excel in everything, I feel like I've been trained to become even closer to what professional means. It requires time management, stress management, diligence, excellence, and balancing between work and non-work. Although there were times that I felt overly stressed and wanted to give up, I am grateful to say that I've gone through those without too much trouble with the help of my family and friends.",D2L
29,XA0Qq3jz,Public Personal,03-04-15 16:28,16.46666667,"I believe one of the most important aspects of dentistry is the technical perfection. I want to absorb as much technique as possible, and get a good understanding of each and every field of dentistry to develop any interest in specific field I may encounter. Seeing as many patients as possible as a dental student is also my goal. I wish to learn how to treat various cases and work with different patients before I go out to the real field. I hope to establish meaningful relationships with my patients and everyone I work with. Meanwhile, I wish to constantly remind myself of the ultimate goal to serve and support patients and communities around me. I am very excited about rich outreach and volunteer opportunities that NYU provides to us. At the end of the road after four years, I want to be able to look back and say that I’ve had one of the greatest and meaningful investments in my life.",D2L
30,XegNIX+x,Ethic Reflection,03-04-15 11:07,11.11666667,"Ethics is not merely a course, but a lifelong dedication to upholding the standards and principals of the profession. Everyday, every lab session, and in every lecture, the fundamentals of approaching patient based clinical treatment to our patient population in a moral, and ethical manner are fostered and promoted. Moreover, a course such as ethics is not merely a class for students. It is an ideal and standard for everyone apart of the institution to uphold and better. Ethics starts from the top down, and without a systemic dedication to practicing our institution in a ethical approach, all is moot.",D2L
31,XegNIX+x,Private Personal,03-04-15 11:07,11.11666667,"D2 has been a very stressful and trying year, both professionally and in my private life. It has been very difficult to plan anything out more than 1 week in advance, as my energy has been needed to micromanage school activities on a daily basis. I can't believe the exam schedule is set well, with ample time to prepare for each exam, and professors generally do not do enough to adequately prepare us (answer questions in emails, etc.). I also vehemently do not believe the grading policy has been consistent, fair, nor unbiased in CR1, which is very frustrating considering the scope and magnitude of the course. I do not believe there is anything that can be done about this. Fortunately, there is light at the end of the tunnel. The semester is nearing an end, just need to slug through the next few month.",D2L
32,XegNIX+x,Public Self Reflection,03-04-15 11:07,11.11666667,"To me, becoming a healthcare professional is very exciting. For one, it is a position worthy of respect and admiration. I will be a leader in my community, a person capable of administering real and positive improvements. As cliche as it may sound, I will be in a position to help people who are in pain, often times in the matter of one office visit. Becoming a professional means a great deal to myself and my family, but above all, doing so means accepting the responsibilities- both positive and risky- that come along with being a leader.",D2L
33,XegNIX+x,Professional Progress,03-04-15 11:09,11.15,"As D2 is progressing towards its end, I find myself feeling more confident and competent in my abilities. With clinic hours now a real part of my schedule, and with it the induction of patients, things are for lack of a better phrase, getting real. I feel motivated, self induced pressure, to take my didactic courses with more vigor, as the concepts in them are now seen in a light beyond just test questions. I am trying to tie together all the ends, to get as best prepared for the clinical portion of dental school, and I cannot wait to get there.",D2L
34,XegNIX+x,Public Personal,03-04-15 11:00,11,"I hope to build up my clinical proficiency as best and, ideally, quickly as possible in my four years at NYUCD. Personally, I seek to mature to the extent of finding and maintaining a standard of professionalism and excellence that I may bring to my patients on a daily basis. Finally, I look forward to utilizing my large class size by approaching it as an opportunity to network with as many peers and future colleagues as I can (delve into the existingNYUCD alumni base if possible).",D2L
1,QR3au5uN,Private Personal,31-05-15 4:08,4.133333333,"I hope to become a well-balanced dentist by the completion of NYU College of Dentistry. Having finished the first two years of dental school, I have gained a tremendous amount of knowledge not only in human dentition, but also in entire human biology/pathology and in patient communications.  In terms of manual dexterity, the practices I had done on typhodonts and models for each of the practicals and competencies helped me improve my manual dexterity in great amounts.  Now I look forward to seeing patients, and learn from the clinical exprosures.",D2L
2,QR3au5uN,Private Self Reflection,31-05-15 3:35,3.583333333,"I am starting my first day of D3 dental clinics in two days.  This means that I will have patients who will look at me as a professional and seek professional help.  I cannot be more excited in my career in dental education than how I am right now.  I want to meet with my faculties, staffs, and patients already.  I cannot say I am 100% confident that I will provide a high-end quality care, but I am not as nervous as I pictured myself would be.  I just have to remember to ""prepare, prepare, and prepare"" as my mentor/director told me to.  It feels good to be a part of professionals.",D2L
3,QR3au5uN,Professional Progress,31-05-15 4:14,4.233333333,"At first, I was confused of the new environment of dental school. There were tons of studying to do filing up every day, I had to make new friends, I had to get used to the new apartment, and etc. But now, I feel that most of the uneasiness settled down. I found my own pace for studying, and I have a handful of friends to share my feelings. As far as manual dexterity, I am confident that I can do a decent job at least in typhodonts in ideal designs. I am still having problems with correcting my posture during cavity/crown preparation in manikins. Althuogh this had improved in great degree since I had been aware of the issue, I do not think I have the perfect posture which I want to correct before I develop a habit.",D2L
4,QR3QReaP,Ethic Reflection,17-02-15 11:22,11.36666667,I feel that Dr. More's ethics course in the past 2 years definitely helped me to understand the ethics that I as a dentist should be fully aware of. Dr. More really delved into details that I didn't know before and his examples helped me to really understand what could have been an abstract concept.,D2L
5,QR3QReaP,Professional Progress,17-02-15 11:19,11.31666667,"I can confidently say that I have improved a lot as a healthcare professional in the past two years at NYUCD. Of course, there are still a lot more to learn, but I feel more competent especially through different lab courses which taught me to perform various procedures from restoration to crown preparation. I hope I will be more ready by the end of D2 before I enter the clinic and I will seek every opportunity to improve my hand skills.",D2L
6,QRrl1Cgy,Professional Progress,16-06-15 0:52,0.866666667,"With my ongoing dental and professional training here at NYUCD I am in the process of obtaining the skills, qualifications, and experience that would allow me to make progress in my career. My long term goal is to gain outstanding clinical acumen and expertise in dental practice and contribute to the community. I would also enjoy educating dental students at academic institutions. Along with my dental clinical interests I am also very keen in contributing in the clinical research. With my earlier academic background and degree in Clinical Research along with DDS degree from NYU I will also be able to contribute in the research programs intended to diagnose, create drugs or techniques to uplift and advance the existing dental health care system. 
At NYUCD being a health care provider I am able to assess the pediatric, adult and geriatric patient oral health considering the etiologic factors, differential diagnosis and risk for oral, dentofacial and systemic diseases, and develop a treatment plan, including the potential for complications and contraindications to treatment utilizing best available evidence.",D2L
7,QRyzb8pn,Ethic Reflection,03-06-15 12:54,12.9,"Personally, I believe Ethics and morality has an extra special meaning when our professional work will be taking care of others. Those that will we be taking care of are entrusting us to be the most moral and ethical healthcare providers that we can be. Throughout the year, several different instances have come up that have questioned morality as a class. While these specific situations are not directly pertaining to our future patients and our future as healthcare providers, it is hard to say when a line will be drawn.",D2L
8,QRyzb8pn,Private Self Reflection,03-06-15 12:54,12.9,"Becoming a professional will mean not only providing a service for my patients that will require me to be constantly learning and striving for new goals and skills, but also understanding the trust my patients will have for me and to be able to constantly live up to that. It will not be easy at times, but I hope that, throughout these years I will understand more and more the responsibilities and obstacles I will have to go through in order to be the best healthcare provider and best professional that I can give to my patients, and for my patients.",D2L
9,QRyzb8pn,Public Self Reflection,03-06-15 12:54,12.9,"Becoming a professional will mean providing a service for my patients that will require me to constantly be learning and striving for new goals and skills. It means to be able to self-assess my work and ask for assistance when necessary. Throughout these 4 years, I hope to further my steps to becoming a professional, but it will be a process that extends outside of just dental school.",D2L
10,QRyzb8pn,Professional Progress,03-06-15 12:54,12.9,"Throughout the last year at NYUCD, I have learned several things about becoming a professional. When I stepped into NYUCD last August, I was naive to the amount of hard work it would take every single day here at NYUCD. I believe i have stepped up to the challenge that I have been given, and, I look forward to continuing to grow each and every day throughout the following 2 years through all of the obstacles and challenges that I will endure. I look forward to working more and interacting with patients, and working more hands on in the several labs we have coming up this D3 year.",D2L
11,RIXmCJSQ,Ethic Reflection,08-06-15 21:38,21.63333333,"One of the competencies a professional requires is integrity. To display integrity, it is required that one stands up for their own values and beliefs, despite its opposition and difficulty. I feel that integrity allows one to act as a role model with an increased sense of ethical and moral principles. Ethics is the adherence to legal and societal constraints, which promotes honesty and trustworthiness within the field of dentistry.",D2L
12,RIXmCJSQ,Private Personal,08-06-15 21:38,21.63333333,"I chose NYUCD for the diverse patient pool and strong clinical facilities. Through my short time here, I am beginning to realize that I will enjoy my stay here, due to the warm and welcoming faculty that want nothing more than our success. I am aware of the wide range of research opportunities and will love to take part in summer internships or working in other labs during D3 and D4. Coming from McMaster University's Biochemistry program, I know that I have the strong foundation to take on the duties in research. 
I also strive to build strong relationships with my peers and faculty. I realize the importance of networking and I am willing to  make an effort to connect with others to make my experience here at NYUCD the best it can be.",D2L
13,RIXmCJSQ,Private Self Reflection,08-06-15 21:38,21.63333333,"Becoming a professional is more than just receiving a DDS. I know that professionals need to develop the necessary inter-personal skills to be able to most effectively connect with patients on a personal level. I feel that through this, there is a more significant and long-lasting impact that will better the lives of every patient, both mentally and physically. Professionals are role models in society, where the general population looks at one group of people for their health and well being. The responsibilities of becoming a professional are large, and I have a strong feeling that my effort in addition to the opportunities that NYUCD provides will enable me to become the best I can be.",D2L
